,ASIN,title,price,rating,review_count,product_type
203,B08NH5R398,"Dell Inspiron 15 5000 Series 5502 Laptop i7-1165G7 Processor, 8GB, 1x8GB, 256GB M.2 PCIe NVMe Solid State Drive, 15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Non-Touch Display",721.0,5.0,6,LAPTOP
206,B087N73SHT,"HP 14 14"" HD SVA Anti-Glare Micro-Edge WLED-backlit Laptop for Students, AMD Athlon 3050U 2.3GHz up to 3.2GHz, 4GB DDR4, 128GB SSD, Wi-Fi 5, Bluetooth 4.2, HDMI, Webcam, Windows 10 S, Accessory Bundle",355.0,4.5,325,LAPTOP
208,B082LPQRTZ,"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 8GB DDR4 RAM/ 512GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",679.99,4.5,320,LAPTOP
209,B08LGP41CW,"2020 Lenovo Yoga C740 2-in-1 14"" Full HD 1080p Touchscreen Laptop PC, Intel Core i5-10210U Quad Core Processor, 8GB DDR4 RAM, 256GB SSD, Backlit Keyboard, Webcam, WiFi, Bluetooth, Windows 10, Mica",659.0,4.8,24,LAPTOP
210,B08CQ4JZ8V,"HP 15.6in Laptop (Intel Pentium Quad-Core N5000, 4GB RAM, 500GB Hard Drive, HDMI, WiFi, Bluetooth, HD Webcam, Windows 10 S) (Renewed)",345.0,4.2,164,LAPTOP
230,B08MRH5RW3,"Dell Inspiron 3000 Series 15.6"" HD Notebook - Intel Celeron 4205U 1.8GHz - 4GB RAM 128GB PCIe SSD - Webcam - Windows 10 Home in S Mode, Black",385.0,4.0,8,LAPTOP
231,B07R3H3PL3,"2019 New Dell Inspiron 17 PC Laptop: 17.3 Inch FHD(1980x1080) Non-Touch IPS Display, Intel CPU-i3-7020u, 8GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, DVDRW, Windows 10",617.0,4.1,170,LAPTOP
232,B08KF3XVNH,"ACEPC 14-inch HD Laptop Computer, 8GB RAM 128GB SSD Windows 10 Pro Laptop PC Intel Celeron J3455(up to 2.3GHz) Notebook, WiFi, Bluetooth 4.2, 4K HDMI",359.9,4.5,35,LAPTOP
233,B084YXBMR9,"HP 14in High Performance Laptop (AMD Ryzen 3 3200U 2.6GHz up to 3.5GHz, AMD Radeon Vega 3 Graphics, 4GB DDR4 RAM, 128GB SSD, WiFi, Bluetooth, HDMI, Windows 10(Renewed)",346.7,4.1,1312,LAPTOP
234,B07J65872K,"ASUS VivoBook Flip Thin and Light 2-in-1 Laptop - 11.6"" HD Touchscreen, Intel Dual-Core Celeron N3350 Processor, 4GB RAM, 64GB eMMC Storage, Windows 10 in S Mode, Office 365 - J202NA-DH01T",335.99,4.2,836,LAPTOP
237,B08BHZ4MHF,Goldengulf Windows 10 Computer Laptop Mini 10.1 Inch 32GB Ultra Thin and Light Netbook Intel Quad Core CPU PC HDMI WiFi USB Netflix YouTube (Black),218.86,3.9,206,LAPTOP
238,B08JPVKGBQ,"Lenovo IdeaPad 1 14.0"" HD Laptop, Intel Pentium Silver N5030, 4GB , 128GB SSD, Windows 10 S, Ice Blue",320.0,4.1,27,LAPTOP
239,B08NHCJR3R,"2020 Lenovo IdeaPad 3 14.0"" HD LED Non-Touchscreen Laptop PC, Intel Pentium Gold 6405U Dual Core Processor, 4GB DDR4 RAM, 128GB SSD, HDMI, Webcam, WiFi, Bluetooth 5, Windows 10 S, Black",280.0,2.9,7,LAPTOP
240,B086Q7GH56,"OEM Lenovo ThinkPad E15 15.6"" FHD Display 1920x1080 IPS, Intel Quad Core i7-10510U, 32GB RAM, 500GB SSD, W10P, Business Laptop",1179.95,4.5,95,LAPTOP
241,B08GHF77KF,"HP 14 Laptop, AMD 3020e, 4 GB RAM, 64 GB eMMC Storage, 14-inch HD Display, Windows 10 Home in S Mode, Long Battery Life, Microsoft 365, (14-fq0070nr, 2020)",299.0,4.7,12,LAPTOP
242,B081SHPBL3,"Lenovo Ideapad 1 14"" HD Energy-efficient Widescreen LED Backlight Laptop, AMD A6-9220e Upto 2.4GHz, AMD Radeon R4, 4GB RAM, 64GB eMMC SSD, Bluetooth, HDMI, Windows 10, 1 Year Office 365 Personal",279.0,3.8,50,LAPTOP
246,B08G1WL7TJ,"2020 Newest Lenovo IdeaPad 3 Laptop, 14"" Full HD Narrow-Bezel Screen, AMD Ryzen 3 3250U Dual-Core Processor, 8GB DDR4 Memory, 1TB Hard Disk Drive, Webcam, HDMI, Wi-Fi, Windows 10 Home, Abyss Blue",496.0,4.2,28,LAPTOP
247,B07SC6HG74,"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",729.0,4.7,346,LAPTOP
248,B077FGWRY4,Dell Latitude 7480 Business-Class Laptop | 14.0 inch FHD Touch Display | Intel Core 7th Generation i7-7600 | 16 GB DDR4 | 512 GB PCIe M.2 NVMe SSD | Windows 10 Pro (Renewed),689.0,3.8,20,LAPTOP
249,B0821PP2MK,"Dell Inspiron 2020 Premium 14” HD Laptop Notebook Computer, 4-Core 10th Gen Intel Core i5-1035G4 up to 3.7 GHz, Iris Plus Graphics, 8GB RAM, 128GB SSD, No DVD,Webcam,Bluetooth,Wi-Fi,HDMI,Windows 10",619.99,4.3,401,LAPTOP
250,B08KV8RVJM,"Evoo Gaming 15.6” Laptop, FHD, 60Hz, Intel Core i5-10300H Processor, NVIDIA GeForce GTX 1650, THX Spatial Audio, 256GB SSD, 8GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black, EG-LP10-BK",835.05,4.5,7,LAPTOP
251,B07VVJGFWV,"HP Pavilion x360 14"" FHD WLED Touchscreen 2-in-1 Convertible Laptop, Intel Quad-Core i5-8250U 1.60GHz up to 3.4GHz, 8GB DDR4, 256GB SSD, WiFi, Bluetooth, Webcam, HDMI, Fingerprint Reader, Windows 10",638.0,4.5,229,LAPTOP
255,B08122HHX9,Lenovo Yoga C740-14 FHD Touch - 10th gen i5-10210U - 8GB - 256GB SSD - Mica,639.0,4.6,427,LAPTOP
256,B0871PYK2X,"HP Pavilion Laptop, 15.6"" Full HD IPS Micro-Edge Touchscreen, 10th Gen Intel Core i5-1035G1 Processor up to 3.60GHz, 12GB RAM, 512GB PCIe NVMe SSD, HDMI, Wireless-AC, Bluetooth, Windows 10 Home",674.99,4.2,7,LAPTOP
258,B08P77J9PD,"15.6 inch Laptop, IPS Display, Intel 64-bit Quad-core celeron_j4115 Processor, 8GB RAM, 256GB SSD, scalable 1TB SSD Solid State Drive, 10000mAh high Battery Life, Windows 10 Pro",399.0,4.5,2,LAPTOP
259,B0892WH42D,"ASUS ZenBook 13 Ultra-Slim Laptop 13.3” Full HD NanoEdge Bezel Display, Intel Core i5-1035G1 Processor, 8GB RAM, 256GB PCIe SSD, NumberPad, Windows 10 Home, Lilac Mist, UX325JA-AB51",699.99,4.6,119,LAPTOP
265,B07Q7Z84HQ,"HP Envy X360, 15.6"" FHD IPS Touchscreen, 2019 Flagship 2 in 1 Laptop, AMD Quad-Core Ryzen 5 2500U(>i7-7500U), 8GB DDR4, 256GB PCle SSD, AMD Radeon Vega 8 802.11ac Backlit Keyboard Windows Ink Win 10",699.0,4.4,472,LAPTOP
266,B081CR3K9Y,"2020 HP Pavilion x360 2-in-1 Laptop Computer/ 14"" Full HD Touchscreen/ 10th Gen Intel Core i5-10210U Up to 4.1GHz/ 16GB DDR4 Memory/ 256GB PCIe SSD/ AC WiFi/ HDMI/ Gold/ Windows 10",698.0,4.8,14,LAPTOP
267,B08259C169,"HP 14"" HD Intel N4000 2.6GHz 4GB RAM 64GB eMMC Webcam Windows 10 Laptop + 1 Year Microsoft Office, Silver, 14-14.99 inches (7MP91UA)",357.99,4.4,253,LAPTOP
268,B089J162XK,"ASUS TUF VR Ready Gaming Laptop, 15.6"" IPS FHD, AMD Ryzen 7-4800H Octa-Core up to 4.20 GHz, NVIDIA RTX 2060, 8GB RAM, 512GB SSD, RGB Backlit KB, RJ-45 Ethernet, Win 10",1089.99,4.4,49,LAPTOP
271,B087Z44RCM,"Sager NP7877DW 17.3-Inch Thin Bezel FHD 144Hz Gaming Laptop, Intel i7-10875H, RTX 2060 6GB, 16GB RAM, 500GB NVMe SSD, Windows 10",1299.0,4.4,64,LAPTOP
272,B08MDMCTHD,"2020 New HP 17-by3063st 17.3"" HD+ Display Notebook, Intel i3-1005G1, 8GB Memory, 128GB SSD + 1TB Hard Drive, Windows 10, Silver",569.0,3.9,8,LAPTOP
273,B08NM1R8GC,"HP Stream 14-Inch Touchscreen Laptop, AMD Gold 3150U, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (Sliver) cm Accessories",449.99,5.0,9,LAPTOP
274,B08KWPW9TS,"New_Dell_Inspiron_15 3000 Laptop, Intel Celeron 4205U Processor (1.8 GHz), 4GB Memory, 128GB SSD, HDMI, SD Card Reader, Bluetooth, Camera, USB Type-C, Windows 10 S w/ Shoxlab Pro Accessory",399.0,5.0,6,LAPTOP
275,B07QY4RN79,"ASUS Chromebook Flip C434 2-In-1 Laptop- 14"" Full HD 4-Way NanoEdge Touchscreen, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Chrome OS- C434TA-DS384T Silver",599.99,4.4,1776,LAPTOP
280,B07H9L93KW,"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",589.0,4.4,87,LAPTOP
281,B088XYCZ79,"Samsung Galaxy Book S 13.3"" FHD Touchscreen | Intel Core i5 Processor | 8GB Memory | 256GB SSD (NP767XCM-K01US), Mercury Gray",699.0,4.4,69,LAPTOP
283,B0826DJYG1,"Dell Inspiron 15 5593: 10th Gen Core i5-1035G1, 256GB SSD, 8GB RAM, 15.6"" Full HD Display, Backlit Keyboard, Windows 10",699.0,4.4,152,LAPTOP
284,B07QRZJRKK,"HP - Pavilion x360 2-in-1 11.6"" Touch-Screen Laptop - Intel Pentium - 4GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame, Natural Silver",399.99,4.5,160,LAPTOP
285,B0843172YB,"Lenovo Ideapad 14inch Laptop, Intel Pentium Gold 5405U Dual Core 2.3GHz Processor, 4GB RAM, 128GB SSD Storage, Intel UHD Graphics, WiFi, Bluetooth, HDMI, Windows 10 (Renewed)",307.0,4.2,89,LAPTOP
288,B089S9N86P,"HP Stream 14 Pink - Celeron N4000 - 4 GB RAM - 64 GB eMMC Storage - 14"" LCD - Wireless - Bluetooth - Webcam - Windows 10 S",449.0,3.8,9,LAPTOP
289,B07ZT682VS,"Asus C423NA Chromebook 14"" HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)",232.0,4.2,435,LAPTOP
292,B08FC4VGNG,"HP Pavilion x360 2-in-1 14"" HD Touch-Screen Laptop, Intel Core i3-1005G1, HDMI, USB-C, Wi-Fi, Webcam, Bluetooth, Natural Silver, Intel UHD Graphics, Windows 10 Home in S Mode (8GB RAM |128GB SSD)",506.0,4.2,20,LAPTOP
296,B08MTFBY8D,"2020 Lenovo IdeaPad Flex 5 2-in-1 14"" Full HD IPS Touchscreen Convertible Laptop PC, AMD Ryzen 3 4300U Quad-Core Processor, 4GB RAM, 128GB SSD, HDMI, Webcam, Windows 10 S, Graphite Gray",469.0,5.0,1,LAPTOP
297,B08G141GFT,"Laptop 14.1 inch notebook computer, IPS display, Intel 64-bit quad-core Atom x5 E8000 processor, 4GB RAM, 64GB eMMC ROM, scalable 1TB HDD solid state drive, 10000mAh high battery life, Windows 10 Home",228.0,3.4,42,LAPTOP
298,B08GY11KYR,"2020 15.6 inch Laptop, IPS Display, Intel 64-bit Quad-core celeron_j3455 Processor, 6GB RAM, 256GB SSD, scalable 1TB SSD Solid State Drive, 10000mAh high Battery Life, Windows 10 Pro",368.0,3.4,17,LAPTOP
299,B08HMFKXD5,"Lenovo IdeaPad 3 15.6"" HD Touchscreen LED-Backlit Business Laptop, Intel Core i3-1005G1, 8GB DDR4, 256GB PCIe SSD, Webcam, WiFi, Bluetooth, HDMI, Windows 10 Home in S Mode w/ GCube 32GB Flash Drive",549.0,5.0,3,LAPTOP
300,B08KH9SX3G,"ASUS ZenBook 14 Ultra-Slim Laptop 14” Full HD NanoEdge Bezel Display, Intel Core i7-1165G7, 8GB RAM, 512GB PCIe SSD, NumberPad, Thunderbolt 4, Windows 10 Home, Pine Grey, UX425EA-EH71",899.99,4.5,125,LAPTOP
303,B08BNZ5NTG,"2020 Lenovo Yoga C740 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, 10th Gen Intel Quad Core i5-10210U, 8GB RAM, 256GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10, Aluminum Chassis",649.0,4.4,22,LAPTOP
304,B07P6NRTNW,"Jumper Windows 10 Laptop, Traditional Laptop Computers 13.3'' Mini Laptop Intel N3350 4GB RAM 64GB ROM Laptops Supports up to 256GB TF Card Expansion Office 365 Personal for 1 Year",259.0,3.9,1217,LAPTOP
305,B07CB2GTH2,"HP Chromebook 11 G4 11.6 Inch Laptop (Intel N2840 Dual-Core, 2GB RAM, 16GB Flash SSD, Chrome OS), Black (Renewed)",235.0,4.1,688,LAPTOP
306,B08RNGZS1G,Laptop Computers 14-Inch Windows-10 Notebook - WinBook Intel Celeron Processor 6GB RAM 64GB ROM HD IPS Display Dual Band WiFi Numeric Touchpad Removal Webcam HDMI (Grey),269.0,5.0,1,LAPTOP
307,B087Z6DDS5,"Sager NP7858DW 15.6-Inch Thin Bezel FHD 144Hz Gaming Laptop, Intel i7-10875H, RTX 2060 6GB, 16GB RAM, 1TB NVMe SSD, Windows 10",1299.0,4.6,34,LAPTOP
308,B08LVGDRG8,"HP Stream 14"" HD Laptop PC, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 S, Blue",297.0,4.1,11,LAPTOP
312,B08BB2TH49,"Dell Latitude 3510 15.6"" Notebook - Full HD - 1920 x 1080 - Core i7 i7-10510U 10th Gen 1.8GHz Quad-core (4 Core) - 8GB RAM - 256GB SSD",1054.99,4.8,6,LAPTOP
313,B08DDGJQDW,"ASUS ROG Zephyrus G14 14"" VR Ready 120Hz FHD Gaming Laptop,8Core AMD Ryzen 9 4900HS(Beat i7-10750H),16GB RAM,1TB PCIe SSD,Backlight,Wi-Fi 6,USB C,NVIDIA GeForce RTX2060 Max-Q,Win10 (Moonlight White)",1399.0,4.5,60,LAPTOP
314,B08BRS78G7,"Laptop 14 inch, VUCATIMES 14'' FHD Laptop, Intel Celeron Quad-Core, 6GB RAM 128GB SSD, Dual Band Wi-Fi Laptop Computer, Removable Webcam, Numeric Keypad, Blue",299.0,4.0,93,LAPTOP
315,B07HMJY8NR,"Dell Chromebook 3120 Intel celeron n2840 2.16Hgz, 16GB Storage 4gb Ram (Renewed)",172.99,4.2,2436,LAPTOP
318,B08K32Y6V4,Refurbished laptops EliteBook 840 G2 14in HD Laptop Computer Intel Core i5-5300U up to 2.70GHz - 8GB RAM 500GB HDD - WiFi - Windows 10 Professional,349.0,4.5,2,LAPTOP
319,B08KTV2F47,"Evoo 14.1” Ultra Slim Notebook - Elite Series, FHD Display, AMD Ryzen 5 3500U Processor with Radeon Vega 8 Graphics, 8GB RAM, 256GB SSD, HD Webcam, Windows 10 Home, Silver, EVC141-12SL",589.99,4.6,20,LAPTOP
320,B07WJVPGYP,"HP EliteBook 840 G3 Laptop 14"" FHD Display, Intel Core i5-6300U 2.4Ghz, 256GB SSD, 16GB DDR4 RAM, Webcam, WiFi, Windows 10 Pro (Renewed)",423.24,4.2,181,LAPTOP
321,B07WNGFTN2,"ASUS - TUF Gaming 15.6"" Full HD Laptop - Intel Core i5-10300H- 8GB Memory - 256GB SSD -NVIDIA GeForce GTX 1650 Ti – Black",726.88,4.9,18,LAPTOP
322,B088T671HD,"2020 Lenovo IdeaPad 3 15.6"" Laptop Intel Core i3-1005G1 8GB RAM 256GB SSD Windows 10 in S Mode Blue, 4-10.99 Inches",527.45,4.5,146,LAPTOP
327,B07JHYXR4T,"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC storage, Windows 10 Home in S Mode with Office 365 Personal for one year (14-cb010nr, Aqua Blue)",450.0,4.1,1476,LAPTOP
328,B08HRM36NG,"Laptop 14 Inch, Windows 10, 6GB RAM, 128GB SSD Storage, Intel Celeron Processor N3350, Touch Numeric Keypad, Webcam Baffle, Winbook 140, Space Grey",289.0,4.6,34,LAPTOP
329,B07VWKY3WB,"Lenovo 15.6"" High Performance Laptop, Intel Celeron 42050U Dual-Core Processor, 4GB DDR4 RAM, 128GB SSD, Webcam, Wireless+Bluetooth, HDMI, Window 10 (Intel Processor)",399.99,4.3,346,LAPTOP
330,B08FF358SW,"MSI GF75 Thin Gaming Laptop, 17.3"" FHD 120Hz IPS Screen,Intel Core i5-10300H Processor Up to 4.50 GHz, NVIDIA GTX 1650 Graphics, 8GB RAM,512GB PCIe SSD, Webcam,Wireless-AC,Bluetooth,Win10 Home,Black",844.99,4.9,14,LAPTOP
331,B086MGYM49,"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black",1499.99,4.6,749,LAPTOP
334,B07ZSFXPZX,"Dell XPS7390 13"" InfinityEdge Touchscreen Laptop, Newest 10th Gen Intel i5-10210U, 8GB RAM, 256GB SSD, Windows 10 Home",829.0,4.6,40,LAPTOP
335,B07ZV8LQSC,"Newest HP 14"" HD Premium Business Laptop PC | 10th Gen Intel Quad-Core i5-1035G1 up to 3.6GHz | 8GB RAM | 256GB SSD | WiFi | HDMI | Card Reader | Bluetooth | Windows 10 | Silver",564.0,4.2,155,LAPTOP
336,B081ZFFJ46,"2020 Dell Inspiron 14"" Laptop Computer 10th Gen Intel i3 1005G1 Up to 3.4GHz 4GB DDR4 RAM 128GB PCIe SSD Untel UHD Graphics HDMI 802.11ac WiFi Bluetooth 4.1 Windows 10",437.0,4.2,85,LAPTOP
337,B07HZJJD97,"OEM Lenovo ThinkPad E14 14"" FHD Display 1920x1080 IPS, Intel Quad Core i5-10210U, 16GB RAM, 250GB SSD, W10P, Business Laptop",879.95,4.6,34,LAPTOP
338,B082793N2H,"HP Stream 14inch Laptop, AMD A4-9120 Processor, 4GB DDR4 RAM, 32GB SSD, AMD Radeon R3 Graphics, WiFi, Bluetooth, HDMI, Win10 (Renewed) (Black/A4-9120)",289.99,4.3,127,LAPTOP
342,B081CRKQ9R,"2020 HP Pavilion x360 2-in-1 Laptop Computer/ 14"" Full HD Touchscreen/ 10th Gen Intel Core i5-10210U Up to 4.1GHz/ 8GB DDR4 Memory/ 256GB PCIe SSD + 16GB Optane/ AC WiFi/ HDMI/ Gold/ Windows 10",669.0,4.5,46,LAPTOP
343,B07GCRW5BM,"Dell Latitude E5570 15.6in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",479.99,4.2,21,LAPTOP
345,B07BQJWZ6G,"2018 HP 14 Chromebook 14"" HD Touchscreen Widescreen Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB Memory, 32GB eMMC Flash Memory, 802.11ac, Bluetooth, USB-C 3.1, No Optical Drive, Chrome OS",349.0,4.5,152,LAPTOP
346,B08KV8HP98,"Evoo Gaming 15.6” Laptop, FHD, 120Hz, AMD Ryzen 7 4800H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black (EG-LP7-BK)",1195.78,4.4,29,LAPTOP
349,B07V336VJJ,"ASUS - FX505DD 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 256GB Solid State Drive - Black",719.0,4.3,149,LAPTOP
350,B07S37WHS5,"Dell Inspiron 11 3195, 2 in 1, 7th Gen AMD A9-9420e W/ Radeon R5 Graphics, 4GB DDR4 2666MHz RAM, 64GB HD, 11.6"" HD (1366 X 768) LED-Backlit Touch Display (i3195-A525GRY-PUS)",290.0,4.0,285,LAPTOP
351,B07JBJM275,"ASUS VivoBook Flip 14 Thin & Light 2-in-1 Laptop, 14” FHD Touchscreen, Intel Celeron Dual Core N4000 Processor, 4GB RAM, 64GB Storage, Fingerprint Reader, Windows 10 in S Mode, J401MA-YS02",449.0,4.3,496,LAPTOP
352,B07WC93HJB,"MSI Modern 14 A10M-460 14"" Ultra Thin and Light Professional Laptop Intel Core i5-10210UUMA 8GB DDR4 512GB NVMe SSD Win10 Home Carbon Gray",742.91,4.2,114,LAPTOP
354,B085VRKX1D,Dell XPS 7390 Laptop 13.3 Intel Core i5 10th Gen i5-10210U Dual Core 256GB SSD 8GB 1920x1080 FHD Touch Windows 10 Home (Renewed),769.0,3.0,2,LAPTOP
359,B07TXDGVSW,"2019 ASUS VivoBook F510QA 15.6” WideView FHD Laptop Computer, AMD Quad-Core A12-9720P up to 3.6GHz, 12GB DDR4 RAM, 128GB SSD + 1TB HDD , USB 3.0, 802.11ac WiFi, HDMI, Windows 10",599.0,4.3,46,LAPTOP
360,B07K2F1S4N,"Microsoft Surface Laptop 2 (Intel Core i5, 8GB RAM, 256 GB)  - Black",894.0,4.7,115,LAPTOP
361,B08CDK1N5Q,"CHUWI AeroBook Pro 13.3 inch 8th Intel Core M3-8100Y 8GB RAM 256GB SSD Laptop,Windows 10 Notebook,Thin and Lightweight Notebook with Backlit Keyboard Type-C",399.0,4.1,76,LAPTOP
363,B07XH9Q6H8,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14.0"" FHD (1920 X 1080) Display, 10th Gen Intel Core i7-10510U Processor, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 10, 81XG0005US, Onyx Black",929.0,4.5,20,LAPTOP
366,B08J2FL3BX,"CHUWI GemiBook Pro 14 inch Windows 10 Laptop Computer, 2160 x 1440 IPS Display, Intel J4125 Processor with 16GB RAM / 512GB ROM Notebook PC, Support WiFi 6, BT5.1, Type-c PD Charge",439.0,4.1,32,LAPTOP
367,B07J215RPT,"Samsung Chromebook Plus V2 2-in-1 Laptop- 4GB RAM, 64GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio- XE520QAB-K03US Light Titan",413.37,4.4,853,LAPTOP
368,B08GV8YWZ1,"OEM Lenovo ThinkPad P15s 15.6” FHD 1920x1080, Intel Quad Core i7-10510U, 16GB RAM, 256GB NVMe, Quadro P520, Fingerprint, W10P, Business Laptop",1449.95,4.3,24,LAPTOP
369,B08NC8V1SJ,Refurbished Notebook Latitude E5440 14inch Laptop PC - Intel Core i5-4310u 1.9GHz 8GB 128 SSD Windows 10 Professional,239.0,3.0,2,LAPTOP
373,B081721LTM,"New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i5-8265U - 8GB DDR4-256GB SSD - Windows 10 - Wireless-AC - Bluetooth, SD Card Reader, HDMI & USB 3.1 -Waves MaxxAudio Pro- Black",733.0,4.5,264,LAPTOP
374,B085D26L2J,Samsung Galaxy Book Ion 15.6” Laptop| QLED Display and Intel Core i7 Processor | 8GB Memory | 512GB SSD | Long Battery Life and Windows 10 Operating System | (NP950XCJ-K01US),1099.99,4.7,135,LAPTOP
375,B087VSSKXZ,2020 Hp 15.6 Notebook Intel Pentium N5000 2.7GHz 4Gb Ram 500Gb Hdd Windows 10 Home,389.0,4.4,60,LAPTOP
376,B08FLGKC5L,"2020 Premium Flagship HP 15.6 in HD Laptop (AMD Ryzen 3 2200U , 4GB DDR4 RAM, 1TB HDD, AMD Radeon Vega 3, WiFi, Bluetooth, HDMI, DVD-DW, Windows 10) (Renewed) (Camo)",429.99,4.1,23,LAPTOP
378,B08966H6XJ,"2020 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 4500U Processor up to 4.0GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 10 Home, Nightfall Black",748.0,4.3,335,LAPTOP
381,B08HMVBXQ5,"2020 Lenovo IdeaPad 3 15.6"" HD High Performance Laptop, Intel Core i5-1035G1 Quad-Core Processor, 8GB Memory, 256GB SSD, HDMI, Webcam, Wi-FI, Windows 10, Abyss Blue (Google Classroom Compatible)",539.99,4.3,5,LAPTOP
382,B088MHPYRX,"2020 HP Envy 13.3"" 4K Ultra HD Touch-Screen Laptop 10th Gen Intel i7-1065G7 8GB DDR4 Memory 512GB SSD WiFi 6 Bluetooth 5.0 Weigh 2.6 lbs. Natural Silver",860.0,4.6,99,LAPTOP
384,B08CNLPDXV,"Acer Predator Triton 500 PT515-52-73L3 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 SUPER, 15.6"" FHD NVIDIA G-SYNC Display, 300Hz, 16GB Dual-Channel DDR4, 512GB NVMe SSD, RGB Backlit KB",1645.74,4.3,67,LAPTOP
385,B08L97LWMY,HAOQIN HaoBook106 10.1 inch 2-in-1 Laptop Computer Touchscreen with Detachable Keyboard Intel Atom 2GB RAM 32GB ROM HD IPS Display Windows 10 Black,214.99,3.8,35,LAPTOP
389,B0817HT7LM,"Laptop 2-in-1, Winnovo TaBook, Intel Pentium N4200 Quad Core Processor, 4GB RAM, 64GB Storage, Windows 10, Detachable Keyboard, Dual Band WiFi",369.99,4.0,13,LAPTOP
390,B08GKPGXFB,"Lenovo IdeaPad 3 14"" FHD Anti-Glare Laptop, AMD Quad-Core Ryzen 5 3500U, 12GB DDR4, 512GB NVMe SSD, AMD Radeon Vega 8, 4-in-1 Card Reader, Webcam, Bluetooth, HDMI, Windows 10 w/ Accessory, Abyss Blue",649.0,5.0,2,LAPTOP
391,B07WC95QFZ,"MSI GF75 Thin 9SC-278 17.3"" 120Hz FHD Gaming Laptop, Intel Core i7-9750H, NVIDIA GTX 1650, 16GB, 512GB Nvme SSD, Win10",1249.99,4.6,242,LAPTOP
392,B08945FMHD,"Lenovo Flex 5 14"" 2-in-1 Laptop, 14.0"" FHD (1920 x 1080) Touch AMD Ryzen 5 4500U 16GB RAM 256GB SSD AMD Radeon Graphics, Windows 10 81X20005US Graphite Grey (Renewed)",649.0,3.9,23,LAPTOP
393,B08B3C643L,"ASUS VivoBook 17.3"" FHD (1920 x1080) Display Laptop PC, AMD Ryzen 7 3700U Processor, 12GB DDR4, 512GB PCIe SSD, Bluetooth, Webcam, HDMI, WiFi, AMD Radeon RX Vega 10 Graphics, Windows 10 Home",760.0,4.5,65,LAPTOP
394,B08BP1KKHB,"2020 Lenovo Yoga C740 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, 10th Gen Intel Quad Core i5-10210U, 8GB RAM, 512GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10, Aluminum Chassis",695.0,4.5,18,LAPTOP
