,name,ASIN,Best Sellers Rank,Best_Sellers_Rank_fields,Manufacturer,Product Dimensions (inches),Item Weight (pounds),Date First Available,Is Discontinued By Manufacturer,Item model number,Batteries,Colour
1605,"Phone Tripod,53-inch Camera Tripod Aluminum Alloy 2-in-1 Lightweight Travel Tripod Stand for Universal Smartphone Tablet Camera GoPro Mount with Carrying Bag & Bluetooth Remote",B086K5Y8XW,185.0,Complete Tripod Units,YM-T90,16.3 x 3.5 x 3.5,1.79,2020-03-30,,YM-T90,,
1606,"Tripod for iPhone/Android Phone, GooFoto Flexible Phone Tripod with Wireless Remote, Bendable Smartphone Tripod Mini Vlogging Tripod Stand Holder for Camera Mobile Cell Phone(Upgraded)",B07Q5R45NB,10.0,Tabletop & Travel Tripods,Goofoto,2.05 x 2.05 x 9.29,1.536,2019-03-31,,G1,1 CR2 batteries required. (included),
1607,NetDotBasics 2in1 Magnetic Micro USB & USB-C Fast Charging & Data Sync Cable Compatible with Android Smartphones(3.3ft/3 Pack Red),B07L5KQK29,55419.0,Cell Phones & Accessories ,NetDotBasics,5.7 x 3.6 x 0.8,0.6368,2019-07-10,No,8541722827,,Red
1608,"Neewer Cellphone Holder Clip Desktop Tripod Mount with Mini Ball Head Hot Shoe Adapter for 14-inch and 18-inch Ring Light and iPhone, Samsung, Huawei Smartphone Within 2.2-3.5 inches Width",B07C4LYQ4C,272.0,Tripod Heads,Neewer,5.31 x 3.54 x 3.31,1.4080000000000001,2018-04-12,No,90093305,,
1609,"Emoly Adjustable Cell Phone Stand, 2020 Aluminum Desktop Cellphone Stand with Anti-Slip Base and Convenient Charging Port, Fits All Smart Phones (Pink)",B07Z97FNV2,24120.0,Cell Phones & Accessories ,Emoly,4.29 x 3.46 x 3.03,0.736,2019-10-18,,r1,,
1610,"Portable Smartphone Bluetooth Thermal Label Maker Machine with Tape M110, Handheld Compact Printer Wireless Sticker Address Barcode Label Printer Rechargeable for Retail Office Home School",B08N43268W,105042.0,Office Products ,Phomeno,10.35 x 7.44 x 5.24,2.64,2021-01-14,,,1 Lithium Polymer batteries required. (included),
1611,"BILLKAQ Wireless Phone Charger, 10W Foldable Cell Phone Wireless Charging Stand Angle & Height Adjustable Tablet Holder Compatible with iPhone 12/11/Xs/XR/X, Samsung S10/S9/S8 & Other Qi Smartphone",B08GHFKDYL,16958.0,Cell Phones & Accessories ,BILLKAQ,4.72 x 3.15 x 1.97,1.632,2020-08-22,,,,
1612,Mr.Power Universal Microphone Mic Stand Phone Holder for iPhone Samsung Smart Phones (Phone Holder),B01L8UZJFQ,9506.0,Cell Phones & Accessories ,,3.62 x 3.62 x 3.58,0.056319999999999995,2016-08-30,No,MUS271590,,
1613,"Rugged Cellphone Unlock,OUKITEL WP5 Smartphone 8000mAh Battery Android 10.0 OS 4GB RAM 32GB ROM 13MP Triple Cameras 5.5inch 4G Dual SIM LTE Global Bands Waterproof Stockproof Dustproof GPS OTG",B087BMJN26,436782.0,Cell Phones & Accessories ,OUKITEL,9.06 x 8.46 x 1.77,1.28,2020-04-20,,,1 Lithium ion batteries required. (included),Black
1614,"Selfie Stick,Extendable Tripod Stand with Detachable Bluetooth Remote,Wireless Shutter for iPhone,Samsung Smartphone Vlog Live Stream,Digital Sports Camera with Lightweight Stand",B08JCMHGWV,8455.0,Cell Phones & Accessories ,WZMEYAO,7.87 x 2.15 x 1.57,0.6559999999999999,2020-09-17,,,1 Lithium Metal batteries required.,
1615,"10'' Phone Screen Magnifier 3D Curved Screen Amplifier with 2 Speakers, Phone Projector with Foldable Holder Stand and Light Shield Bluetooth 5.0 Speaker for iPhone Accessorie and All Smart Phone",B0874Q15MD,42480.0,Cell Phones & Accessories ,jushi,9.8 x 8.4 x 1.9,1.3,2020-04-15,,de-dos-RII-03498,1 Lithium ion batteries required. (included),
1616,"14inch 3D Phone Screen Magnifier – Foldable Phone Stand Holder with Screen Amplifier & Supports All Smartphones for HD Magnifier Projector Screen Enlarger Videos, Movies, Games (White)",B08PD886FL,188142.0,Cell Phones & Accessories ,Rumanle,11.81 x 10.39 x 0.71,2.528,2020-12-01,,,,White
1617,"Mobile Phone Holder, Universal, Desktop Phone Holder Compatible with Mobile Phone Series, etc, All Smart Phone Charging Bases, Desktop Accessories-Silver (Tyrant Gold)",B08MFHKTNQ,0.0,,Nother,3.15 x 2.76 x 2.76,0.4112,2020-11-02,,,,Tyrant Gold
1618,Alllink Mobile Phone Holder Smartphone Mount 3 in 1 Car Vent Phone Holder Phone Grip Phone Stand Phone Ring Compatible with All Smartphone Tablet(Black),B07XH17ZQH,75310.0,Cell Phones & Accessories ,Westart,4.84 x 2.64 x 0.71,0.20320000000000002,2019-09-04,,,,Black
1619,Kodak SP 410 LED Light for Smartphones,B012M8WB9U,52790.0,Lighting & Studio Equipment,Kodak,4.5 x 1 x 8,0.256,2015-07-27,No,SP410,,
1620,"Car Mount Holder, Getron Windshield Dashboard Universal Car Cell Phone Cradle for iPhone Xs MAX XR X 8 Plus 7 Plus 6S SE Samsung Galaxy S9 S8 Edge S7 S6 Note 9 Google Pixel LG and All Smartphones",B00XJE2YHQ,41639.0,Cell Phones & Accessories ,Getron,2.95 x 5.31 x 7.09,0.8640000000000001,2015-05-12,No,GT-CSH01,,Black
1621,"Andoer Selfie Stick Tripod, 80CM Bluetooth Extendable 3 in 1 Aluminum Selfie Stick with Detachable Wireless Remote and Tripod Stand Compatible with iPhone, Samsung and Android Smartphone",B08M3C82N6,126479.0,Cell Phones & Accessories ,Andoer,7.87 x 1.57 x 1.38,1.008,2020-10-28,,,,
1622,"6 Pack XRONG Colors Crystal Capacitive Mini Stylus Universal Touch Screen Pen for iPhone7 5s 6s, Samsung Galaxy s5 s4, Smartphones, iPad, iPods, S10,S10+,S10e,S9,S9P,Note9,XR,XS MAX iPhone11 Pro XS XR",B01MXVJ5B9,610.0,Styluses,XRONG,,0.10144,2016-12-07,No,xr01,,Pink/blue
1623,Wireless Bluetooth Earbuds with Portable Charging Case | Anti-Sweat Earplugs Gym Running | Long Battery Life | Hi-Fi Stereo Headset | for All Smartphones,B07ZY469HB,7468.0,Earbud & In-Ear Headphones,OHYGGE,11.02 x 5.43 x 1.34,0.672,2019-11-03,,,2 Lithium ion batteries required.,
1624,Webcam Cover Slide 0.022in Ultra Thin Metal Magnet Web Camera Cover for MacBook Pro Laptops Smartphone Mac PC Tablets for Echo Spot Show Protecting Your Privacy Security Black(3 Packs),B08MV3MBLR,78.0,Camera Privacy Covers,SZ,3.35 x 2.17 x 0.2,0.028159999999999998,2020-11-05,,,,
1625,"Smartphone Camera Bow Phone Mount for Use with Iphone,samsung,gopro, and More",B073RX6XN2,32318.0,Cell Phones & Accessories ,Homelix,3.15 x 1.18 x 1.97,0.56,2017-07-07,No,SBM01,,Black
1626,Amazon Basics Smartphone Repair Tool Kit Set With Case,B015X2NI3K,33400.0,Cell Phones & Accessories ,,,,2016-06-01,,,,
1627,"Xiaomi Redmi 9C (64GB, 3GB) 6.53"" HD+, 5000mAh Battery, 10W Charger, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro, Straight Talk) International Model (Midnight Gray)",B08FCDP4QC,13412.0,Cell Phones & Accessories ,Xiaomi,12.99 x 7.09 x 3.54,2.384,2020-09-13,,Redmi 9C,1 Lithium Polymer batteries required. (included),Midnight Gray
1628,"Upgraded Mini HD Projector with 5500 Lux Full HD 1080P 200"" Video Projector, Home & Outdoor Movie Projector Compatible with Fire TV Stick, Smartphone, HDMI,VGA,AV and USB",B087R4VQ9M,190.0,Video Projectors,,,,2020-04-28,,,,
1629,"Screen Expanders & Screen Magnifier Amplifier,3D HD New Phone Holder 12"" Screen Amplifier,Movies,Videos,Games Movie Video Phone Foldable Stand Screen Phone Projector for All Smartphones",B089CWPB4X,113305.0,Cell Phones & Accessories ,MOZEEDA,11.2 x 8.1 x 0.7,1.8559999999999999,2020-05-29,No,Screen Magnifier Amplifier-01,,Black
1630,"Samsung Galaxy Note 10 N970 6.3"" Android 256GB Smartphone (Renewed) (Aura Glow, T-Mobile)",B08Q847BYY,153918.0,Cell Phones & Accessories ,Samsung,7 x 3 x 2,1.0,2020-12-09,,,1 Lithium ion batteries required. (included),
1631,"Pusokei Unlocked Android Smartphone with 6.8"" 1440x3040 Curved Screen Face, Mobile Phone Android 10.0, 2+16G RAM, with 128G Memory Card(White)",B08JG481J9,394874.0,Cell Phones & Accessories ,Pusokei,,1.21,2020-09-18,,,,
1632,"HOOX Car Phone Holder, Gravity 2-in-1 Hands-Free car Phone Holder That Automatically Clamps The Vent and Base of The Mobile Phone, Compatible with iPhone SE / 11 and All Smartphones (red)",B08NPS95WT,251089.0,Cell Phones & Accessories ,HOOX,4.72 x 3.54 x 1.77,0.056319999999999995,2020-11-17,,,,Red
1633,Car Cup Holder Phone Mount JC1 Pro Ver. Adjustable Long Pole Automobile Cup Holder Smart Phone Cradle Car Mount for iPhone 11 Pro/XR/XS Max/X/SE/8 Plus/6s/Samsung Galaxy S20+/Note 10/S9/S7 Edge(Black),B08G8WPSX5,13883.0,Cell Phones & Accessories ,TOPGO,10.16 x 4.13 x 2.95,2.08,2020-08-19,,,,Black
1634,"Rokform - Universal Twist Lock & Magnetic Phone Mount Adapter, Universal Adapter Enables Mount Capabilities to Any Smartphone or Tablet (Black)",B07HY22Y4N,15265.0,Cell Phones & Accessories ,Rokform,3.25 x 0.25 x 2,0.128,2018-09-01,,334601P,,Black
1635,Ciro 50211 Smartphone/GPS Holder (Black Perch Mount With Charger For 1984-2016 Models (Excluding 2014-2016 Street Glide Models)),B01KOOQIV6,148843.0,Automotive ,,,,2016-08-19,,,,
1636,"Earbuds Headphones with Microphone 5 Pack, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, Compatible with iPhone and Android Smartphones, iPod, iPad, MP3 Players, Fits Most 3.5mm Jack",B0854F11JB,27.0,Earbud & In-Ear Headphones,Auxtun,7.87 x 3.93 x 0.59,0.512,2020-02-25,,earbuds-1,,
1637,"Cell Phone Stand Holder, Mobile Phone Dock, Desktop Cellphone Tablet Stand, Adjustable Foldable Portable Desk Stand for Apple iPhone, Samsung Galaxy, Android Smartphone,White",B086MPVGZK,160197.0,Cell Phones & Accessories ,Tofun Official,4.41 x 3.66 x 0.94,0.3376,2020-04-01,,,,White
1638,"Portable 40 Inch Aluminum Alloy Selfie Stick Phone Tripod with Wireless Remote Shutter Compatible with iPhone 12 11 pro Xs Max Xr X 8 7 6 Plus, Android Samsung Smartphone",B07K7MSV25,470.0,Cell Phones & Accessories ,Antenna international,15.99 x 8.99 x 1,0.00368,2018-04-27,No,,1 Lithium Polymer batteries required. (included),
1639,iOpener - Adhesive Removal Tool for Smartphone and Tablet Repair,B084Q3K3YT,6278.0,Cell Phones & Accessories ,,,,2020-02-11,,,,
1640,"COMICA HRM-S Interview Microphone Condenser Cardioid Microphone with 3.5mm TRRS Plug, Reporter Microphone for iPhone Android Smartphone and Laptop, Handheld Mic for Interviews, Reports, Presentation",B081WRXSY8,13786.0,Musical Instruments ,,13.6 x 6.32 x 2.6,1.27,2019-11-22,,HRM-S,,
1641,"Multi-Angle Soft Pillow for Ipads, Phone Pillow Lap Stand Pillow Tablet Stand for Ipad,Ereaders, Smartphones, Books, Magazines Tablet Pillow Stand Holder",B08F9KWCTL,1606.0,Tablet Stands,Callumony,7 x 2 x 1,1.44,2020-08-05,,,,
1642,Original OM 4 Magnetic Ring Phone Holder Handheld Gimbals Mount Smartphone Holder for DJI OSMO 4 Accessories,B08HRXX7KL,426.0,Camera Mounts & Clamps,DJIParts,7.4 x 3.62 x 0.67,0.3824,2020-08-28,,,,
1643,"innoGadgets 10x Anti Dust Plugs for Smartphone, MacBook, Laptop | USB-C Dust Plug for Samsung Galaxy S8, S9, S10 | Silicone Dust Plug – Black",B07KQDDCX2,1.0,Speaker Repair Products,innoGadgets,4.55 x 2.85 x 0.4,0.028159999999999998,2018-11-20,No,5823867840,,Black
1644,"2Pcs Phone Kickstand Attachment, Aluminum Alloy Side Mount Clip for Laptop Headphone Holder, Foldable Key Hook, Kickstand Compatible with All Smartphone",B08QRFCHQY,2828.0,Tablet Stands,KaidiDirect,2.36 x 2.36 x 0.39,0.2816,2020-12-16,,,,
1645,"NALIA Glitter Cover Compatible with Samsung Galaxy A51 Case, Sparkly Bling Mobile Phone Protector Shockproof Back, Shock-Absorbent Shiny Protective Smartphone Diamond Bumper Coverage, Color:Black",B08CHGG5BW,104846.0,Cell Phones & Accessories ,,,,2020-07-07,,,,
1646,"IPGEA PG-9167 Mobile Controller, Wireless 4.0 Gamepad Joystick Telescopic Game Controller Compatible Galaxy S10/S10 & Galaxy A51 Note 9 Phone XR XS Phone 11 Most iOS/Android Smart Phone Tablet PC",B0892PDC58,13941.0,Video Games ,ipega,8.8 x 5 x 1.9,1.7919999999999998,2020-05-22,,PG-9167,1 Lithium ion batteries required. (included),
1647,Adjustable Cell Phone Stand/Tablet stnad 360°Aluminum Cell Phone Holder for Desk Compatible wiht All Smart Phones and Tablets （4-12.9''）,B08RD7LX54,91542.0,Cell Phones & Accessories ,VESMATITY,4.5 x 4.5 x 6.5,1.36,2020-12-28,,,,Red
1648,"Phone Camera Lens, NOVPOT Pro Phone Lens Kit, 25X Zoom Telephoto Lens, 0.45X Wide Angle Lens & 15X Macro Lens Compatible with iPhone,iPad,Most Android Phones and Smartphones with Tripod",B083S7FKZK,40011.0,Cell Phones & Accessories ,NOVPOT,10.47 x 6.97 x 2.09,1.03,2020-01-10,,,,
1649,Camera Lens Kit for iPhone Lens - Cell Phone Camera Clip Lens Attachment Kit for iPhone Samsung Android Smartphones (9 in 1),B075QXRLH2,52023.0,Cell Phones & Accessories ,ATFUNG,2.75 x 1.2 x 0.8,0.384,2017-09-19,No,4335014473,,
1650,"Apexel 52mm Filter Lens Kit (Graduated Filter Lens-Red Orange Yellow Blue, CPL, ND32, Star Lens-6 Point) for Smartphone Camera Canon Nikon Sony Olympus",B07ZM9NBX2,148.0,Camera Lens Filter Sets,A Apexel,4.7 x 4.9 x 2.6,1.4080000000000001,2019-10-26,,APL-52UV-7G,,
1651,"Sutefoto Vlogging Kit for Phone Video Recording, Vlogger Smartphone YouTube Filming Starter Vlog Kit for Kids with 2800-8500k Light&Diffuser, Shotgun Mic, Phone Clip, Extension Tripod, Portable Bag",B08K35239C,33817.0,Cell Phones & Accessories ,sutefoto,10.08 x 8.11 x 2.6,1.35,2020-09-25,,,1 Lithium Polymer batteries required. (included),
1652,"APEXMOUNT Cell Phone Powerful Magnetic Holder for Car, Universal Magnetic Stick-on Stand W/Strongest 3M VHB Adhesive Base . Compatible with iPhones, Samsung and All Smartphones up to 7"".(Mystery Blue)",B089T44M5P,109509.0,Cell Phones & Accessories ,"Apices Communication Co., Ltd.",3.6 x 3 x 2,0.512,2020-06-08,,,,Blue
1653,"[Clearance] Wireless Karaoke Microphone E106 2.0 with Smartphone Holder and Disco Lights | Speaker - Mini Handheld Bluetooth Cellphone Karaoke Mic Machine for Apple, iPhone, Android, and PC (Black)",B0792TPN47,7684.0,Musical Instruments ,,11 x 4.5 x 2.6,1.15,2018-01-16,No,,1 Lithium ion batteries required. (included),
1654,"BOYA by-M3 Digital USB Type-C Lavalier Microphone Plug and Play Mic with 20ft Cable Compatible with iPad Pro, Mac PC, Samsung, LG, Google Nexus, Other USB-C Type Smartphones",B08625DWWR,19115.0,Musical Instruments ,MOURIV,5.5 x 3.7 x 1.4,0.512,2020-03-18,,,,
1655,"Simitten Monocular Telescope 12X42 Powerful Monocular with Smart Phone Adapter,High Power Vision for Adult,for Bird Watching,Wildlife,Concert,Sporting Game",B08MKXNKZN,207.0,Camera & Photo ,Simitten,2.76 x 6.1 x 1.73,1.15,2020-11-03,,A001,,
1656,"6.5ft 3 in 1 Magnetic Charging Cable LED Flowing Shining Purple Cord Light Up Candy Moving Party Streamer Absorption USB Compatible with Mirco USB Android, Type C Smartphone and iProduct Devices",B086FJ5X1B,1095.0,USB Cables,Glesye,4.68 x 4.4 x 0.59,0.2816,2020-03-26,,,,
1657,"Desktop Magnetic Phone Stand, YOSHUN Magnetic Cell Phone Holder, Compatible with iPhone and All Android Smartphones, Cool Desk Accessories for Office, Home",B08NK8JZ6V,91306.0,Cell Phones & Accessories ,YOSHUN,3 x 1 x 1,1.28,2020-11-16,,,,Silver
1658,Phone Card Holder Adhesive Stick-on Credit Card Wallet Phone Case Pouch Sleeve Pocket for Most of Smartphones(iPhone/Android /Samsung Galaxy) - (Gold-Rose 2pc),B0797HV593,19832.0,Cell Phones & Accessories ,Aroko,15.99 x 8.99 x 1,0.00368,2018-01-22,No,4336662354,,RoseGold
1659,Desk Cell Phone Stand Holder - Uniwit Multi-Angle Adjustable Phone Desk Stand Tablet Holder for iPhone 12 11 Pro Max XS XR 8 Plus 6 7 Samsung Galaxy S10 S9 S8 S7 Edge S6 Android Smartphone,B07TY78HVS,7295.0,Cell Phones & Accessories ,Uniwit,15.99 x 8.99 x 1,0.00368,2019-07-07,Yes,,,Green
1660,"KURAMI Car Headrest Mount, 360°Rotated Car Headrest Bracket Tablet Headrest Holder Compatible with 4""- 11"" iPhone/Samsung/iPad/Smartphones/Tablets,with 1 Free Phone Finger Ring Stand (Blue-Black)",B07Y74CRPK,2805.0,Tablet Stands,KURAMI,7.8 x 4 x 2.2,1.024,2019-06-21,,,,
1661,HANDL New York HANDLstick Black Grip and Stand for Smartphone,B08FF4CV2C,10381.0,Cell Phones & Accessories ,HANDL NEW YORK,5.75 x 4.13 x 0.79,0.20800000000000002,2020-08-07,,,,Black
1662,"Gear Beast Universal Crossbody Pocket Cell Phone Lanyard Compatible with iPhone, Galaxy & Most Smartphones, Includes Phone Case Holder,Neck Strap",B07W3QVTTM,6764.0,Cell Phones & Accessories ,Gear Beast,5 x 5 x 0.13,0.4448,2019-08-08,,LAN-CBAJ-BLK-BLK,,Black
1663,6 Pieces Magnetic Phone Mount Stick On Magnetic Car Phone Holder Universal Magnetic Cellphone Stand Car Dashboard Stand Compatible with Most Smart Phones,B08FFRPW6Q,271713.0,Cell Phones & Accessories ,Weewooday,9.57 x 7.52 x 2.2,1.696,2020-08-08,,,,
1664,"Amamcy Cute Unicorn Cell Mobile Phone Holder Stand, Smartphone Desk Holder for iPhone Xs/Max/XR/X/8/7 Plus/Google Pixel/Samsung Galaxy Note",B07S62VNVJ,23883.0,Cell Phones & Accessories ,Amamcy,4.4 x 3.8 x 3.4,0.512,2019-05-23,,,,Unicorn
1665,"Necklace Phone Holder Compatible with iPhone Xs/iPhone X Black - Expatrié LOLA Lanyard Phone Case with Cord Strap, Transparent Silicon Cover - Stylish Cross Body Necklace Cord Cover",B07Q3G9YRZ,270304.0,Cell Phones & Accessories ,Expatrié,5.91 x 4.2 x 1.1,0.3376,2019-08-27,,,,Black
1666,Asuwish Phone Case for Samsung Galaxy S21 Ultra/S30 Ultra 5G 6.8 inch 2021 with Magnetic Ring Holder Stand Kickstand thin Glaxay 30Ultra 21Ultra Cases Shockproof accessories Women Men Back Cover Black,B08RNP1VHJ,34711.0,Cell Phones & Accessories ,KuBeLo,7.48 x 3.94 x 0.59,0.424,2020-12-30,,,,Black
1667,"Samsung Galaxy Note 10+ N975F/DS 256GB, 6.8' Dynamic AMOLED Screen, 12GB RAM, Quad Camera, 4K UHD Factory Unlocked LTE Smartphone - (International Version) (Aura Black)",B07WP6ZLL8,38127.0,Cell Phones & Accessories ,Samsung,7 x 3 x 2.5,1.92,2019-08-23,No,SM-N975F/DS,1 Lithium ion batteries required. (included),Aura Black
1668,"Tablet Floor Stand with Detachable Telescoping Adjustable Gooseneck, Phone Floor Stand, Foldable Height Adjustable Tripod Stand Mount for Smartphone",B07CZ11PK4,2500.0,Tablet Stands,Haitent,24.8 x 24.8 x 82.6,2.1,2018-05-09,No,8541528909,,
1669,"3.5mm to RCA Cable, CableCreation 6 Feet Angle 3.5mm Male to 2RCA Male Auxiliary Stereo Audio Y Splitter Gold-Plated for Smartphones, MP3, Tablets, Speakers, Home Theater, HDTV, 1.8M",B077GRJ33V,141.0,RCA Cables,,,,2017-11-14,,,,
1670,Anthe Character Cartoon Animal Mobile Phone Grip Stand Holder for Smartphone Tablet Cell Phone Accessory (Pink Heart),B08MLB5LVL,24039.0,Cell Phones & Accessories ,Anthe,1.97 x 1.77 x 0.39,0.11263999999999999,2020-11-07,,,,Pink heart
1671,"Mini Projector,Waygoal Portable Projector Supported 1080P Outdoor Movie Projector with 60000 Hours LED Lamp Life,200"" Big Screen Display Compatible with HDMI,VGA,USB,AV,Laptop,Smartphone",B08F7QZF32,284.0,Video Projectors,WayGoal,7.87 x 7.87 x 3.94,2.86,2020-08-04,No,,,
1672,"Multipurpose Mobile Phone Bracket Holder Stand 360 Degree Rotation, Metal Ring Grip for Car Home, Rotation Stand Phone Ring Holder Finger Kickstand for All Smartphone iPhone Xs/Xs MAX/8 Plus/7/7 Plus",B0811WV18M,525851.0,Cell Phones & Accessories ,,2.05 x 1.26 x 0.79,0.056319999999999995,2019-11-05,,,,
1673,"Magnetic Charging Cable 3 in 1 Magnet USB Cable 360 ° + 180 ° Rotating Charging Cable 2.4A 3ft/6ft/10ft Nylon Braided Magnetic Cable Compatible with Micro USB,Type C/USB C,iProduct,Smartphone Tablet",B086X21CLM,19095.0,Cell Phones & Accessories ,UGI,6.3 x 3.54 x 0.2,0.11263999999999999,2020-04-23,,,,
1674,Givi S957B Smartphones Holders,B010E68GIW,938660.0,Automotive ,,,,2016-06-02,,,,
1675,"Solar Flashlight Radio Portable Emergency Hand Crank Self Powered, AM/FM NOAA Weather Alert SOS Alarm AUX Music Player with 4000mAh Battery Power for Cell Phone and Outdoor Camping Lantern (Orange)",B086PGTYZ7,118520.0,Electronics ,MOLEBIT,9.65 x 5 x 3.7,1.52,2020-04-01,,,2 Lithium ion batteries required. (included),
1676,"Headphone Splitter,Audio Y Splitter Cable,3.5mm Stereo Y Splitter Cable Male to 2 Female Dual Headphone Jack Adapter for Earphone, Headset Compatible with Smartphones, Tablet, Laptop (Black)",B083FF6Q7J,1103.0,Headphone Adapters,wyness,5 x 3 x 0.1,0.10144,2020-01-02,,,,
1677,Magnetic Phone Car Mount- FlePow Universal 360° Rotation Magnetic Dashboard Cell Phone Holder for Car Compatible with Iphone 11 Pro Max Xr Xs 8 7 6S Se Galaxy Note 10 Plus S10+ 9 8 7 5G All Smartphone,B07WRL8V4D,5206.0,Cell Phones & Accessories ,FlePow,1.98 x 1.78 x 1.98,1.264,2019-08-20,,,,Black
1678,"57inch ZoMei Phone Tripod Protable Travel Tripod Stand for iPhone/Android, Aluminum Lightweight Cell Phone Tripod with Wireless Remote and Universal Clip for GoPro Smartphone(2020 Upgreaded Version)",B08395RXC2,126289.0,Cell Phones & Accessories ,ZoMei,16.4 x 3.5 x 3.5,1.58,2019-12-29,,,,
1679,"Tainada Smartphone Purse Pouch Bag w/Clear View Window Touch Screen & Neck Strap Lanyard Compatible with iPhone 11 Pro Max, Samsung S20+, Note20 + One ID Window Card Holder Coin Purse (Plain Black)",B0813FQG13,217718.0,Cell Phones & Accessories ,Mauton,7.36 x 5.24 x 1.46,0.5632,2018-12-10,No,,,Plain Black
1680,visnfa New Bike Phone Mount Anti Shake and Stable 360° Rotation Bike Accessories for Any Smartphone GPS Other Devices Between 3.5 and 6.5 inches,B08NPVDVRY,6246.0,Automotive ,,,,2020-11-17,,,,
1681,"11"" Adjustable Heavy Duty Robust Magic Arm, DSLR Mirrorless Action Camera Camcorder Smartphone LCD Monitor Video Light Vlog Rig w/ Desk Pole Clamp Holder Mounts Kit fit for GoPro iPhone (10 lbs Load)",B07CTFZSXZ,47.0,Camera Mounts & Clamps,Victool,7.48 x 2.17 x 1.18,2.256,2018-05-02,No,VGP-1704US-T1,,
1682,"OCTO MOUNT | Universal Smartphone Holder w/GoPro Style Mount Attachment for Any Cell Phone. Connect Your Phone to Any GoPro Mount. Compatible with iPhone, Samsung, Google, Huawei, Sony",B01MRDCMA4,31938.0,Cell Phones & Accessories ,Octo Mount,3 x 2 x 1.5,0.10144,2016-12-02,No,4351497225,,Black
