name,ASIN,Brand,Best_Sellers_Rank,Best_Sellers_Ranking_Fields,Product_Dimensions_inches,Item_Weight_pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_model_number,Batteries,Voltage,Series,National_Stock_Number,Chipset_Brand,Batteries_Required,Wireless_Type,Standing_screen_display_size,Max_Screen_Resolution,Part_Number,Item_Package_Quantity,Color,Number_of_USB_2point0_Ports,Number_of_USB_3point0_Ports,Computer_Memory_Type,Average_Battery_Life_in_hours,Processor_Count
OEM/R4 Height Resin Delicate Hand Engraved Keycap Backlit Translucency keycap for Cherry MX Mechanical Keyboard Customized Gift for Gaming Keyboard Switch Lover (Gear),B08QZ8HDSP,,2665,Computer,3.94 x 3.94 x 0.59 ,0.10144,2020-12-18,,,,,,,,,,,,,,,,,,,
IVSO iPad Pro 12.9 Case with Keyboard 2018-3rd Gen One-Piece Wireless Keyboard Stand [Compatible Apple Pencil Charging] Auto Wake Sleep Keyboard Case for iPad Pro 12.9 2018 (Not for 2017/2015) Black,B07Y9K65BR,,1811,Tablet,12.76 x 9.88 x 1.14 ,2.12,2019-04-02,,,,,,,,,,,,,,,,,,,
"MFTEK Backlit Wired Gaming Keyboard and Mouse Combo with LED Gaming Headset Set, 50mm Speaker Driver Headphone + Mouse Pad for PC Gamer Computer Office",B0755D4NZC,,13432,Video,20 x 8.6 x 6 ,4.04,2017-08-26,No,8541665410,,,,,,,,,,,,,,,,,
"GFANSY TPU Keyboard Cover for Microsoft Surface Book 3 2020 Released 13 15 inch Protective Invisible Skin Ultra Thin Keyboard Film (Keyboard Skin, for 13.5/15 inch Surface Book 3)",B08BTS67QB,,810,Computer,13 x 5.3 x 0.04,0.10144,2020-06-25,,,,,,,,,,,,,,,,,,,
"ABKONCORE 100% Mechanical Hot Swappable Gaming Keyboard K595, Full Key Rollover Wired USB Rainbow LED Backlit, 104 Keys Splash-Proof GTMX Blue Switches for Gaming, Work, Home, Office, PC, Mac, Windows",B07VSFSBQN,ABKONCORE,8367,Video,18.62 x 7.2 x 2.17,2.35,,,ABKO-KB-K595-BK-OTBL,,,,,,,,,,,,K595 (Black),,,,,
"Keyboard Skin Cover Compatible Acer Chromebook Spin 311 CP311 C738T R 11 CB5-132T/Acer Chromebook 11 CB3-131 CB3-132 / 13.3"" Chromebook R 13 CB5-312T/ Chromebook 14 CB3-431 CP5-471, Gradual Blue",B07MZR8ZHQ,,2501,Computer,14 x 6.55 x 0.4 ,0.12960000000000002,2019-01-21,No,,,,,,,,,,,,,,,,,,
"Manba Cute Round Wireless Bluetooth Keyboard, Bluetooth Wired Dual-Mode Full-Key Backlight Ergonomic Design Compatible with Ipad/Phone/Windows/Mac (Pink)",B08L4TXKS2,,2288,Computer,17.68 x 8.46 x 2.2 ,2.64,2020-10-14,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
Samsung Galaxy Tab S6 Lite Case with Keyboard Backlights Ultra Thin PU Leather Slim Folio Stand Cover Removable Wireless Bluetooth Backlit Keyboard Case for Galaxy Tab S6-Lite P610 P615 (Black),B089N65K3T,,1017,Tablet,11.06 x 7.52 x 1.02 ,1.28,2020-06-03,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,
Meffort Inc Gaming Keyboard Wrist Pad & Mouse Wrist Rest Cushion Support Combo Set – Durable Ergonomic Anti Slip Non-Slip Base - Cherry Blossoming,B081QQDF74,Meffort Inc,80254,Office,17.72 x 3.31 x 3.15 ,1.456,2019-11-19,,,,,,,,,,,,,,Cherry Blossoming,,,,,
"AUTENS US Replacement Keyboard for Dell Latitude E5450 E5470 E7450 E7470 7480 7490 5480 5488 3340 3350 Laptop No Frame, No Pointer, No Backlight",B07YYWQPKZ,,1003,Computer,12.4 x 6.38 x 0.83 ,0.912,2019-10-10,,,,,,,,,,,,,,,,,,,
HP KUS0133 USB U.S. ENGLISH Keyboard with Smartcard Reader - 434822-004,B012TTSQT6,,1399,Computer,17 x 3 x 11,2.35,2015-07-28,No,434822-004,,,,,,,,,,,,,,,,,
New Keyboard Compatible with Dell Alienware 15 R3 with Backlit Frame Black US,B07ZYFZC6R,,155,Laptop,13.23 x 5.51 x 0.83 ,1.248,2019-11-03,,,,,,,,,,,,,,,,,,,
"Perixx Periboard-313 Wired USB Backlit Keyboard with Touchpad, Full Size Layout, 3 Level LED Backlit Design, Black, US English Layout (11445)",B072M86S94,Perixx,683,Computer,17.92 x 6.29 x 1.18,1.85,,No,11445,,,PERIBOARD-313 US,,,,,,,,,Black,,,,,
HK Gaming 108 Double Shot PBT Pudding Keycaps Keyset for Mechanical Gaming Keyboard MX Switches (Red & Black),B08C38FCPY,,12990,Video,6.7 x 4.3 x 2.7 ,0.848,2019-03-25,No,,,,,,,,,,,,,,,,,,
"COO Keyboard Case for Galaxy Tab A 10.5, Heavy Duty PU Leather Case with Detachable Backlit Wireless Keyboard Compatible 2018 Samsung Galaxy Tab A 10.5 (Model SM-T590/T595/T597), Black",B07PGH63WS,,2347,Tablet,11.22 x 8.07 x 1.42 ,1.5,2019-03-05,,LZWCFT590KC_B,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"Keyboard Wrist Rest and Mouse Wrist Rest Pad Set, Made of Memory Foam with Non Slip Rubber Base Ergonomic Gel Wrist Rest for Computer Keyboard Gaming Office Working, with Plank Sunflower Coaster",B08PFF2BVV,Sindgan,32050,Office,17 x 7.9 x 0.98 ,2.24,2020-12-02,,,,,,,,,,,,,,Plank Sunflower,,,,,
"ProCase Keyboard Case for Galaxy Tab S4 10.5, Slim Shell Lightweight Smart Cover with Magnetically Detachable Wireless Keyboard for Galaxy Tab S4 10.5-Inch (SM-T830 T835 T837) -Black",B07HGZK5X6,,938,Tablet,9.81 x 6.47 x 0.28,0.96,2018-09-19,No,8541534224,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,
"Keyboard Cover for Lenovo Legion 5 Gaming Laptop Legion 5 5i 5p 5pi 15.6 17.3 inch/Legion 7i Gaming Laptop/IdeaPad Gaming 3i Laptop, Legion 5 Keyboard Skin Protector, Black",B08LZ425SW,,1862,Computer,13.75 x 7 x 0.01 ,0.05072,2020-10-27,,,,,,,,,,,,,,,,,,,
XSKN for Apple Logic Pro X 10 Shortcut Design Silicone Keyboard Skin Cover for Macbook 13 15 17 inch (US & EU Layout),B015FKOKN2,XSKN,408,Computer,11.06 x 4.61 x 0.01,0.07344,,No,SHK-203,,,,,,,,,,,,,,,,,
"2 Pack Silicone Keyboard Cover Skin for Dell Chromebook 11 3100, Dell Chromebook 11.6 3180 3120 3189 3181 C3181 5190 P22T 2017-2019,Dell Chromebook 13 3380 Keyboard Protector(Black+Clear)",B085L6JJTB,,4441,Computer,14.5 x 5.3 x 0.1,0.2528,2020-03-06,,,,,,,,,,,,,,,,,,,
"2Pcs Keyboard Cover Skin for Lenovo ideapad 3 15.6"" |Lenovo Yoga C740 C940 15.6"" |Lenovo IdeaPad 320 330 330s 340s 520 720s 130 S145 L340 S340 15.6 17.3 inch, Rainbow+Clear",B08C74G1JC,,1064,Computer,7.1 x 5.5 x 0.07,0.3072,2020-07-02,,,,,,,,,,,,,,,,,,,
"Padarsey New Replacement US Layout Backlit Keyboard Compatible for MacBook Pro 15"" A1398 2013 2014 2015 Retina W/Screws(Please Confirm Your Your Keyboard Layout is US Layout!)",B07F8N4D3K,,1377,Laptop,13.62 x 5.71 x 0.83 ,0.5632,2018-07-04,No,,,,,,,,,,,,,,,,,,
"VOWUBO iPad Air 4th 2020 Generation Case with Keyboard 10.9"", Bluetooth Back-lit Keyboard Cover with Pencil Holder for iPad Air 4th Gen 10.9"" Slim Keyboard Case(Rose Gold)",B08RDRW26G,,1798,Tablet,10.83 x 7.95 x 1.06 ,1.36,2020-12-28,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,
"MOSISO Keyboard Cover Compatible with MacBook Pro with Touch Bar 13 and 15 inch 2019 2018 2017 2016 (Model: A2159, A1989, A1990, A1706, A1707),Pattern Silicone Skin Protector, Black Marble",B07SFFGCTM,,736,Computer,12.13 x 5.5 x 0.16 ,0.2528,2019-07-19,,,,,,,,,,,,,,,,,,,
"RGB Gaming Keyboard,104 Keys USB Wired Gaming Keyboard with Customizable RGB Backlight, Mechanical Feeling Gaming Keyboard,12 Multimedia Keys for PC Mac Laptop PS4 Xbox",B08FM88LG3,,10085,Video,17.6 x 6.1 x 1.65 ,1.63,2020-08-11,,,,,,,,,,,,,,,,,,,
"SM-T580 / T585 / T587 Keyboard Case for Samsung Galaxy Tab A 10.1, YMH Detachable Magnetic Removable Wireless Bluetooth Smart Keyboard Cover Protective Stand Book Folio Slim Fit PU Leather (Black)",B07NNV9HQZ,,1378,Tablet,12.2 x 7.68 x 1.5 ,1.05,2019-02-11,,SM-T580 T585 T587,,,,,,,,,,,,,,,,,
"MOSISO Ultra Thin TPU Keyboard Cover Compatible with 2020 MacBook Pro 13 inch A2338 M1 A2251 A2289 & 2019 MacBook Pro 16 inch A2141 with Touch ID & Retina Display, Soft Skin Protector, Transparent",B0894D99QX,,532,Computer,12.7 x 5.2 x 0.01 ,0.2528,2020-05-24,,,,,,,,,,,,,,,,,,,
Padarsey MacBook Keyboard Screws (100pcs) Compatible for MacBook Air A1370 a1369 A1466 A1465 (2010-2015) & MacBook Pro A1278 A1286 A1297 (2008-2012) & Retina A1425 A1502 A1398 (2012-2015),B078MGZCYY,,109,Replacement,4 x 2.5 x 0.01 ,0.10144,2017-12-26,No,,,,,,,,,,,,,,,,,,
"KECC Laptop Case Compatible with MacBook Air 13"" Retina (2021/2020, Touch ID) w/Keyboard Cover + Sleeve + Screen Protector Plastic Hard Shell Case A2337 M1 A2179 (Colorful Tree)",B087QBDBG6,,1654,Laptop,13.03 x 9.45 x 1.54 ,1.136,2020-04-27,,CT-20AR13-KC-S-SP,,,,,,,,,,,,,,,,,
"New 104-Key Large Print USB Wired 7ft, Spill-Resistant, Sleek Black, Durable Keyboard for Laptop, Mac, TV, and Computer (Black)",B078B8WWJF,,2118,Computer,18.1 x 6.3 x 1.29,1.2,2017-12-15,No,EKB319B,,,,,,,,,,,,,,,,,
"MoKo Type Cover Fit Microsoft Surface Go 2 2020 / Go 10"" 2018 Tablet, Slim Wireless Bluetooth Keyboard with Trackpad, 7-Color LED Backlit, Built-in Rechargeable Battery for Surface Go 2/Go - Black",B07VRBB2XD,MoKo,20355,Musical,11.5 x 7.64 x 1.42,1.4240000000000002,,,,,,,,,,,,,,,Black,,,,,
"Keyboard Wrist Rest Pad, Washable Keyboard Mouse Wrist Support Pad Bean Bag for Carpal Tunnel, Office Workers, Massage Ergobeads & Cotton Fabric (Triangle)",B085XDDW9H,CandoCraft,82733,Office,9 x 3.2 x 2 ,1.55,2020-02-03,,,,,,,,,,,,,,Triangle,,,,,
FORITO Premium Ultra Thin Keyboard Cover Compatible with 2020 Newest MacBook Air 13 A2179 Soft-Touch Keyboard Protective Skin -TPU,B0886FKMPH,,1870,Computer,12.95 x 5.23 x 0.27 ,0.05072,2020-05-06,,,,,,,,,,,,,,,,,,,
"Lapogy[2pcs] Keyboard Cover Compatible HP Envy x360 2-in-1 15.6"" Laptop/2020-2018 HP Pavilion x360 15.6” Series/HP Pavilion 15 15-cb 15-cc 15-cd 15-bw 15-bs & 17.3"" HP 17m-ae 17-bs Series,Gradualmint",B082XPG13L,,1074,Computer,11 x 4 x 0.1,0.3824,2019-12-19,,,,,,,,,,,,,,,,,,,
"LexonElec Wired Gaming Keyboard Ajazz AK33 Blue LED Backlit 82 Keys USB Mechanical Pro Gamer Keypad for Office Typists Playing Game (Black Switch, Black)",B079M6SZKB,,10288,Video,12.2 x 4.72 x 1.45,1.58,2018-02-05,No,AK33,,,,,,,,,,,,,,,,,
UBook X Keyboard,B08JY951FH,,2095,Computer,11.42 x 7.76 x 0.08,2.1919999999999997,2020-09-24,,,,,,,,,,,,,,,,,,,
"MOSISO Keyboard Cover with Hollow Texture Compatible with MacBook Air 13 inch 2019 2018 Release A1932 with Retina Display & Touch ID, Waterproof Dust-Proof Protective Silicone Skin, Rose Quartz",B07KN261TR,MOSISO,1267,Computer,12.6 x 4.8 x 0.3 ,0.512,,No,,,,,,,,,,,,,Rose Quartz,,,,,
XSKN Arabic/English Bilingual Design Black Silicone Keyboard Cover Skin for 2019 New MacBook Pro 16 inch A2141 2020 New MacBook Pro 13.3 inch A2338 M1/A2251/A2289 with Touch Bar & Touch ID US Version,B083ZCNV88,,3091,Computer,10.91 x 4.29 x 0.01,0.06208,2020-01-15,,k-320,,,,,,,,,,,,,,,,,
"Logitech Wireless Combo MK360 – Includes Keyboard with 12 Programmable Keys and Wireless Mouse, Compact Package Perfect for Travel, 3-Year Battery Life",B00L1Y11D4,Logitech,263,Computer,18.11 x 6.3 x 1.87,1.98,2012-11-26,No,920-003376,2 AA batteries required. (included),,MK360 Wireless Keyboard and Mouse Combo,,,,2.4 GHz Radio Frequency,,,,,Wireless Combo MK360 and Wireless Mouse,,,,3 	years,
"CHARAN SK61 Mechanical Gaming Keyboard, Hot-Swappable NKRO Backlit Mechanical Keyboard with PBT Keycaps Type-C Cable Optical Switch for Win/Mac/Gaming (Gateron Optical Brown Switch, Panda Green)",B08NK1Z6CM,,19900,Video,13.43 x 5.59 x 1.81 ,1.82,2020-11-17,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Skin Protector Compatible with ASUS VivoBook F512DA F512FA F512JA X512DA X512FA /VivoBook 15 S15 S512 S530FA S530UA S530UN /ASUS VivoBook 15.6"" Laptop Cover-Gradual Blue",B08RS7QPYK,,4564,Computer,13.7 x 6 x 0.1 ,0.1696,2020-12-31,,,,,,,,,,,,,,,,,,,
"MOSISO Keyboard Cover Only Compatible with MacBook Air 13 inch 2020 Release A2337 M1 A2179 Backlit Magic Keyboard with Retina Display & Touch ID, Protective Silicone Skin, Gray Marble on White Base",B089ZZLT75,,1415,Computer,12.9 x 5.3 x 0.1 ,0.39520000000000005,2020-06-11,,,,,,,,,,,,,,,,,,,
"ZYF Rechargeable 2.4G Air Mouse Remote Control, Backlit Wireless Keyboard + Touchpad, Compatible with Nvidia Shield, Android TV Box, HTPC, PC, Projector (Not Include Smart TV) - Black",B08PCNJFPB,,523,Computer,7.4 x 2 x 0.3,0.512,2020-12-02,No,Q4-QIQ6-FAYI,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"HYSSP PBT Transparent 61 Key Cap, 61 Key ANSI Layout Key Cap, Suitable for MX Switch, OEM Contour Key Cap of 60% Mechanical Keyboard (C)",B08CRHG6RW,,459,Computer,6 x 4 x 1.6 ,0.8959999999999999,2020-07-10,,,,,,,,,,,,,,,,,,,
Zaggkeys Profolio Bluetooth Keyboard Case for iPad 2nd 3rd and 4th Generation (Alligator),B00OJZP55M,,529,Tablet,9.9 x 7.7 x 1.3,1.1,2014-10-16,No,FOLPALLSLV101,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,
"CaseBuy Premium Keyboard Cover for HP OMEN 15.6"" 15-en0013dx en0023dx en0029nr 15-ek0013dx ek0023dx ek0019nr, HP OMEN 15.6 Gaming Laptop, Ultra Thin TPU Protector",B08Q8MD8QQ,,913,Computer,14.09 x 5.28 x 0.28 ,0.2256,2020-12-10,,,,,,,,,,,,,,,,,,,
"iPazzPort Mini Bluetooth Keyboard for Smart TV, Android TV Box, PC, with QWERTY to Type and Search KP-810-30B",B01IN6Y8TG,IPazzPort,663,Computer,5.9 x 1.5 x 1.5,0.768,,No,KP-810-30B,2 AAA batteries required.,,,,,,,,,,,Bluetooth version,,,,,
"Perixx PERIBOARD-514H Plus Wired Keyboard with Trackball - 14.57x5.39x1.02 Inch - USB Port with 2 Hubs, US English Layout",B00T31Y56C,Perixx,2188,Computer,14.43 x 5.15 x 0.55,0.8959999999999999,,No,PERIBOARD-514H,,,PERIBOARD-514H PLUS,,,,,,,,,Black,,,,,
EPOMAKER Niz Plum X87 35g Electro-Capacitive Keyboard for Laptop PC Gamers,B087LYPKWD,,877,Computer,16.5 x 9.57 x 2.2 ,2.65,2020-04-24,,,,,,,,,,,,,,,,,,,
"Perixx PERIBOARD-428 Mini Mechanical Keyboard with Kailh Low Profile Brown Switch, RGB Backlighting, Black, US English Layout",B08F3V93KS,Perixx,23378,Video,0.91 x 12.2 x 4.37,2.3680000000000003,,,11543,,,PERIBOARD-428,,,,,,,,,Black,,,,,
"Chinese Keyboard Stickers for Laptop, MacBook Air/Pro, Desktop PC Computer, Mac (Keyboard Decals with red Letters on Transparent Background, Best Chinese Keyboard Cover, Skin, or Overlay Alternative)",B004GTBA0K,,2728,Computer,2.95 x 0.03 x 7.48,0.03952,2016-01-10,,,,,,,,,,,,,,,,,,,
"Large Gaming Mouse Pad Extended Mouse Mat Non-Slip Rubber Base Mousepad Desk Mat Keyboard Pad for Laptop Notebook Computer PC Gamer Office Home Waterproof (23.5"" x 11.8"" Black)",B08JVDGC9J,,22204,Office,23.62 x 11.81 x 0.1,1.232,2020-09-24,,,,,,,,,,,,,,,,,,,
"Drop Halo True Keyboard Switches — Plate Mounted, Tactile, 65g, Cherry-Style, Quiet Switches, Manufacturered by Kaihua (Halo True, 90 Pack)",B083TGVM5Q,DROP,373,Computer,14.48 x 7.91 x 1.42 ,2.384,,,MDX-34430-5,,,Drop Halo True,,,,,,,,,Halo True,,,,,
"Lapogy Hebrew/English Bilingual Design Ultra Thin Black Silicone Keyboard Protector Cover for New MacBook Air 13 inch 2020 A2179,Apple MacBook Air 13 Accessories",B08HSBF5LD,,2606,Computer,11.8 x 5.8 x 0.3 ,0.20320000000000002,2020-09-10,,,,,,,,,,,,,,,,,,,
"Keyboard Cover for Acer Chromebook Spin 15 CP315/Acer Chromebook 315 CB315 CB515/Acer CB3-531 CB3-532 CB5-571 C910 15.6 inch Chromebook, Acer Chromebook 15 Laptop Cover, Ombre Purple",B07Y7XMRY7,CaseBuy,628,Computer,11.02 x 4.25 x 0.05,0.12960000000000002,2019-09-22,,Acer Chromebook 15,,,,,,,,,,,,Ombre Purple,,,,,
"ORIEMARS 3 Colors Temperature LED USB Light with Stepless Adjustable Brightness Setting, USB Laptop/Computer Keyboard Light with Flexible Gooseneck",B08Q35QR12,ORIEMARS,53,USB,3.94 x 2.36 x 0.67,0.33280000000000004,2020-12-14,,,,,,,,No,,,,,,,,,,,
"Gaming Keyboard and Mouse Combo, CHONCHOW USB Wired LED Rainbow Backlit Gaming Keyboard Mouse Set for PS4 Xbox PC Computer Gamer",B07R7K5BQN,,5464,Video,14.3 x 5.3 x 1.2,1.78,2019-11-30,,,,,,,,,,,,,,,,,,,
"Silicone Keyboard Cover Protector for 2020 Apple MacBook Air 13.3 inch (Model: A2179, US Layout) with Touch ID , Silicone Skin Protector with Patter & Big Letter Design, Cute Cat",B08937VCSY,,2631,Computer,12.99 x 5.12 x 0.08 ,0.20320000000000002,2020-05-23,,,,,,,,,,,,,,,,,,,
"[2pcs Pack] Universal Cyrillic (Russian+Ukrainian) Transparent Keyboard Stickers for Computer, Laptop, Notebook, Desktop, PC (Letters - Yellow)",B08B6573WK,,2670,Computer,6.7 x 3 x 0.6 ,0.01696,2020-05-31,,,,,,,,,,,,,,,,,,,
"2 Pack Universal Arabic Keyboard Stickers, Black Background with Orange and White Lettering for Computer Laptop Notebook Desktop, Replacement Computer Keyboard Stickers (Arabic)",B08QCKLB3K,,1794,Computer,5.5 x 3 x 0.1 ,0.256,2020-12-11,,,,,,,,,,,,,,,,,,,
"Ergonomic Keyboard Laptop Mouse Stand Mount for Workstation Video Gaming,Installed to Chair or Any Round Bar with Maximum 1.96 inch Diagonal Thickness",B06Y5JMHTZ,,235,Laptop,20 x 5 x 10,7.88,2017-04-10,No,4328599642,,,,,,,,,,,,,,,,,
Cheliz Keyboard Wrist Rest Pad and Mouse Wrist Rest Support Mouse Pad - Durable & Comfortable & Lightweight for Easy Typing & Pain Relief-Ergonomic Support(Red Dark Blue),B077ZTLYXT,Cheliz,10917,Office,17 x 9.9 x 1.9 ,1.92,2017-12-08,No,Mouse Pad-Wirst+Keyboard-Red Dark Blue,,,,,,,,,,,,2-red Dark Blue,,,,,
"Keyboard Cover Compatible with HP Pavilion x360 14"" Laptop 14M-CD 14-BF 14M-BA 14-BW 14-cm Series 14M-BA114DX 14M-BA014DX 14M-BA015DX 14M-BA114DX 14M-CD0003DX 14-BF050WM 14-BW065NR,Clear",B089KCHVCF,,3071,Computer,11.8 x 4.5 x 0.2 ,0.10144,2020-06-02,,,,,,,,,,,,,,,,,,,
"MOSISO Keyboard Cover Compatible with MacBook Air 13 inch 2019 2018 Release A1932 with Retina Display & Touch ID, Waterproof Dust-Proof Protective Pattern Silicone Skin, Gradient Blue",B07PFTRK4Z,MOSISO,2563,Computer,12.9 x 5.35 x 0.1 ,0.2528,2019-03-07,,,,,,,,,,13 Inches,,,,Gradient Blue,,,,,
Russian with RED Lettering Keyboard Stickers Transparent for Computers LAPTOPS Desktop Keyboards,B002NDGIIA,,25463,Electronics,5.4 x 4.1 x 0.2,0.0512,2009-08-30,No,,,,,,,,,,,,,,,,,,
Microsoft Sculpt Ergonomic Keyboard,B01LOVXBSG,Microsoft,298,Computer,2.7 x 16 x 9.2,2.2,,No,5KV-00001,2 AAA batteries required.,,,,,,,,,,,Black,,,,,
"AUTENS Replacement US Keyboard for HP EliteBook 745 G3 / 745 G4 / 840 G3 / 840 G4 / 848 G3 Laptop with Pointer and Backlit, Silver Frame",B07TH79L8Z,,1407,Laptop,12.32 x 6.38 x 0.83 ,1.024,2019-06-23,,,,,,,,,,,,,,,,,,,
"Number Pad Wireless, Havit USB Numeric keypad 26 Keys Portable Mini 2.4GHz Financial Accounting Rechargeable Number Keyboard for Laptop Desktop, PC, Surface Pro,Notebook (Sliver)",B088D1GRFJ,,15,Numeric,7.01 x 4.88 x 1.22 ,0.9440000000000001,2020-05-09,,KB260GCM-S,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"CQQDOQ Keyboard Case for iPad 10.2 2019 (7th Generation),7 Colors Backlit Auto Sleep/Wake Wireless Keyboard Slim Folio Case Cover with Built-in Pencil Holder for iPad 10.2” 7th Gen 2019 (Orange)",B07Y7D7T5W,,1354,Tablet,11.3 x 8.19 x 1.14 ,1.54,2019-10-13,,,,,,,,,,,,,,,,,,,
(Red Characters Printed) Replacement Keyboard Non-Backlit for Dell Inspiron 15 3542 3543 3551 3552 5542 5545 5547 5755 5551 5558 5552 5758 5759 7557 7559 5559| 17 5000 5748 5749 5755 5758 5759 Series,B083Z7XY3L,,1322,Laptop,15.16 x 6.18 x 1.06 ,1.12,2017-11-05,No,,,,,,,,,,,,,,,,,,
"2pcs Arm Rest for Desk, Thicker Wrist Pad Desk Edge Cushion Wrist Rest for Computer Keyboard, Computer Wrist Rest for Keyboard Office Desktop Working Gaming Desk Arm Rest Pad 8 x 12 inch (Style 33)",B08MQDQKY3,Hatisan,145080,Office,11.81 x 8.11 x 1.93 ,0.8959999999999999,2020-11-04,,,,,,,,,,,,,,Style 33,,,,,
"Keychron K6 Bluetooth Wireless/Wired USB Gaming Mechanical Keyboard with Gateron Brown Switch/LED Backlit/Rechargeable Battery, Compact 68 Key Keyboard for Mac Windows",B07ZT7W5FP,,4283,Video,15.31 x 5.47 x 2.01 ,1.98,2019-10-31,,K6-P,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,
"PICTEK Mechanical Gaming Keyboard- 104 Keys Red Switch - Programmable, Chroma RGB LED Rainbow Backlit, Spill-Resistant 100% Anti-Ghosting USB Wired Illuminated Gamers Keyboard for Desktop, Computer",B07H9NFBLM,PICTEK,11643,Video,4.6 x 19.7 x 45.4,2.16,,No,YTGEPC173ABUS-USAS1,,,,,,,,,,,,Black,,,,,
Microsoft Surface Go Signature Type Cover (Platinum) - KCS-00001,B07FDFRRJW,Microsoft,44,Tablet,7.48 x 9.77 x 0.18,1.024,2018-07-10,No,KCS-00001,,,Microsoft Surface Go Signature Type Cover (Platinum),,,,,10 Inches,,,,Black,,,,,1
"Keyboard Cover for Lenovo Yoga 9i C740 C940 15, ThinkBook 15, ideapad 320 330 15.6/17.3, ideapad 3 330s 15.6/17.3, ideapad 520/S145 S340 S540 S740 15.6"", ideapad L340 15.6/17.3"" Laptop - Pink",B074XDC7K3,,1259,Computer,7.91 x 5.47 x 0.28 ,0.11824,2017-08-18,No,,,,,,,,,,,,,,,,,,
"MoKo Case Fit iPad 10.2 inch - New iPad 8th Generation 2020 & iPad 7th Generation 2019, Frosted Transparent Slim Hard Plastic Protector Back Cover [Compatible with Official Keyboard] - Clear Black",B07YZ5DPTL,,20870,Tablet,10.05 x 7.09 x 0.37,0.5456000000000001,2019-10-11,,,,,,,,,,,,,,,,,,,
"2.4G Air Mouse Mini Wireless Keyboard Remote, Multifunctional Infrared Remote Control Android Smart TV Box IPTV HTPC Mini PC Windows iOS MAC",B08Q38N3JY,,649,Computer,6.69 x 2.09 x 0.71,0.6144,2020-12-09,,,,,,,,,,,,,,,,,,,
New Logitech Unifying USB Receiver for keyboard K230 K250 K270 K320 K340 K350 K750 K800,B00D84MII2,Logitech,5021,Computer,0.6 x 0.2 x 0.8,0.0256,,No,6.21E+11,,,,,,,,,,,,,,,,,
"MOSISO Wrist Rest Support for Mouse Pad & Keyboard Set, Peony Ergonomic Mousepad Non-Slip Rubber Base Home/Office Pain Relief & Easy Typing Cushion with Neoprene Cloth & Raised Memory Foam, White",B088KBHTSR,,6844,Office,17.91 x 9.96 x 1.42 ,1.808,2020-06-19,,,,,,,,,,,,,,,,,,,
"MOSISO MacBook Pro 13 inch Case 2020 Release A2338 M1 A2289 A2251, Heavy Duty Plastic Hard Shell Case with TPU Bumper&Keyboard Cover Only Compatible with MacBook Pro 13 inch with Touch Bar, Deep Teal",B08QD1ZV7T,,981,Laptop,12.48 x 8.82 x 1.1 ,1.024,2020-12-11,,,,,,,,,,,,,,,,,,,
"Keyboard Cover Protector Skin for DELL XPS 15-7590 15-9570 15-9550 15-9560 15.6"" Laptop, DELL Precision 5510 5530 5540 M5510 15.6 inch (NOT fit DELL XPS 15 9575), Black",B01E74L8X2,,983,Computer,12.7 x 3.5 x 0.4,0.256,2016-04-13,No,194-3162-BLACK,,,,,,,,,,,,,,,,,
Galaxy Tab A 10.1 Case SM-T580/SM-T585 Keyboard Wireless Detachable Keyboard Magnetic Folio with Auto Sleep/Wake Multi-Angle Stand Slim Leather Protective Cover 2016 (Black),B07KCH1M5Q,,964,Tablet,11.8 x 7.6 x 1.5 ,1.1,2018-11-08,No,,,,,,,,,,,,,,,,,,
"HAOCOO Ergonomic Mouse Pad Wrist Support and Keyboard Wrist Rest Pad Set with Non-Slip Backing Memory Form-Filled, Easy-Typing and Pain Relief for Gaming Office Computer Laptop(Black &Gray Marble)",B08QC4ZV6W,HAOCOO,72375,Office,15 x 5 x 1.2 ,1.19,2020-12-12,,,,,,,,,,,,,,Black &Gray Marble,,,,,
"Keyboard Cover for Lenovo IdeaPad 3 11.6 Chromebook, Chromebook C330 C340 11.6, 11.6"" Chromebook 100E 300E 500E N20 N21 N22 N23, Lenovo Chromebook Protector, Galaxy Black",B08Q8KR1XF,,3749,Computer,10.83 x 4.13 x 0.02,0.10144,2020-12-10,,,,,,,,,,,,,,,,,,,
Logitech Wired Keyboard for iPad with 30-Pin Connector,B00JXPGVK6,Logitech,133,Tablet,12.2 x 5.94 x 1.14,1.92,,No,920-006340,,,,,,,,,,,,Red,,,,,
