,ASIN,Title,Brand,Best-Sellers_Rank,Best_Sellers_Rank_fields,Product_Dimensions_Inches,Item_Weight_Pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_Model_Number,Average_Battery_Life_In_Hours),Batteries,Card_Description,Chipset_Brand,Voltage,Series,National_Stock_Number,Wireless_Type,Max_Screen_Resolution_Pixels,Standing_Screen_Display_Size_Inches,Operating_System,Color,Graphics_Coprocessor,Number_of_USB_2.0_Ports,Number_of_USB_3.0_Ports,Computer_Memory_Type,Processor_Brand,Processor_Count,Memory_Speed_In_GHz,Hard_Drive_Interface,Hardware_Platform,Flash_Memory_Size_In_GB
49,B08NXZNPKM,"2021 Newest HP 15.6” HD Screen Laptop, 10th Generation Intel Core i3-1005G1 Dual-Core Processor, 8 GB DDR4 RAM, 256 GB PCIe NVMe M.2 SSD, Intel UHD Graphics, Wi-Fi, Webcam, Windows 10 Home in S Mode",HP,6355, Computers & Accessories ,8.66 x 6.3 x 7.09 ,5.04,2020-11-20,,15-dy1091WM,10 Hours,1 Lithium Polymer batteries required.,,Intel,,Dell Precision,,Bluetooth,1366 x 768 ,15.6 ,Windows 10 S,,Intel UHD Graphics,,,DDR4 SDRAM,Intel,2,2.666,Solid State,PC,256 GB
50,B0886JS35F,"HP Stream 11.6-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (11-ak0010nr, Royal Blue)",HP,1791, Computers & Accessories ,11.08 x 7.59 x 0.66 ,2.37,2020-05-02,,11-ak0010nr,12 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,,HP Stream 11,,"Bluetooth, 802.11ac",1920 x 1080 ,11.6 ,Windows 10 Home,Royal Blue,Intel UHD Graphics 600,,3,DDR3 SDRAM,Intel,2,2.6,,PC,32
51,B08963JG8Y,"2020_HP 14 14.0"" WLED-Backlit Display Laptop, AMD Athlon Silver 3050U Up to 3.2GHz (Beats i5-7200U), 4GB DDR4 RAM, 128GB SSD, 802.11AC WiFi+ Bluetooth 4.2, Type-C, HDMI, Black, Windows 10",HP,2733, Computers & Accessories ,12.8 x 8.9 x 0.8 ,4.0,2020-05-26,,14-DK1003DX,,1 Lithium Polymer batteries required. (included),,AMD,,HP,,"Bluetooth, 802.11b",1366 x 768 ,14 ,Windows 10,Black,AMD,,,DDR4 SDRAM,AMD,4,3.2,Solid State,PC,128 GB
52,B082CZZGX6,"XINYANGCH 2021 15.6-inch Laptop 8G + 128G Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 8G+128G)",XINYANGCH,14588, Computers & Accessories ,16.46 x 11.61 x 3.43 ,3.96,2019-12-04,,,,,,,,NB15A,,Bluetooth,1920 x 1080,15.6 ,Windows 10,Silver 8G+128G,1920*1080,,,DDR3 SDRAM,Intel,4,2.3,USB,PC,
53,B08HZ4KWJW,"CHUWI HeroBook Plus 15.6 inch Windows 10 Laptop, 1080P Laptop Computer with Intel J4125 and 12GB RAM / 256GB SSD, Support RJ45 Gigabit Ethernet, BT5.1, Dual WiFi",CHUWI,6517, Computers & Accessories ,1.42 x 9.53 x 0.77 ,3.59,2020-09-14,,HeroBook Plus,,1 Product Specific batteries required. (included),,Intel,,HeroBook Plus,,"Bluetooth, 802.11bgn, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Home,,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,2.0,Gigabit Ethernet,PC,256 GB
54,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,8972, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
55,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
56,B0865VBN6X,"ROG Zephyrus G15 (2020) Ultra Slim Gaming Laptop, 15.6” 240Hz FHD, GeForce RTX 2060, AMD Ryzen 7 4800HS, 16GB DDR4, 1TB PCIe NVMe SSD, Windows 10 Pro, GA502IV-XS76",ASUS,3528, Computers & Accessories ,14.2 x 9.9 x 0.8 ,4.6,2020-04-01,,GA502IV-XS76,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,ROG Zephyrus G15,,"Bluetooth, 802.11ax",1920 x 1080 ,15.6 ,Windows 10 Home,,NVIDIA GeForce RTX 2060,,4,DDR4 SDRAM,AMD,8,3.2,USB,PC,1
57,B07YNK3R68,"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Alcantara",Microsoft,2626, Computers & Accessories ,13.5 x 2 x 10 ,3.4,2019-10-02,,VGY-00001,11.5 Hours,1 Lithium ion batteries required. (included),Integrated,Intel,,Surface Laptop,,,,13.5 ,Windows 10 Home,Platinum,Intel Iris Plus Graphics,,2,Unknown,Intel,4,,Solid State,PC,128
58,B08JQKMFFB,"Acer Swift 5 Intel Evo Thin & Light Laptop, 14"" Full HD Touch, Intel Core i7-1165G7, Intel Iris Xe Graphics, 16GB LPDDR4X, 1TB NVMe SSD, Wi-Fi 6, FPR, Back-lit KB, Antimicrobial, SF514-55TA-74EC",Acer,11243, Computers & Accessories ,12.56 x 8.15 x 0.59 ,4.62,2020-11-01,,SF514-55TA-74EC,15 Hours,1 Lithium ion batteries required. (included),Integrated,Intel,,SF514-55TA-74EC,,Bluetooth,1920 x 1080 ,14 ,Windows 10 Home,,,,3,,Intel,4,,USB 3.2,,1
59,B0869JVMLY,"ASUS UX534FTC-AS77 ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver",ASUS,708, Computers & Accessories ,13.9 x 8.7 x 0.7 ,3.6,2020-06-04,,UX534FTC-AS77,,1 Lithium Metal batteries required. (included),Dedicated,NVIDIA,100240 volts,ZenBook 15,,"Bluetooth, 802.11ax",1920 x 1080 ,15.6 ,Windows 10 Home,,NVIDIA GeForce GTX 1650 Max-Q,,3,DDR3 SDRAM,Intel,4,,USB,PC,512
60,B081V6W99V,"ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01",ASUS,26, Computers & Accessories ,11 x 7.5 x 0.67 ,2.31,2020-10-05,,L210MA-DB01,12 Hours,1 Lithium Metal batteries required. (included),Integrated,Intel,19 volts,ASUS Laptop L210MA,,"Bluetooth, 802.11ac",1366 x 768 ,11.6 ,Windows 10 S,Blue,Intel UHD Graphics 600,1,2,DDR4 SDRAM,Intel,2,2.8,,PC,64
61,B08PCN3MWX,"HP - 17.3"" HD+ Touchscreen Laptop - 10th Gen Intel Core i5 - 8GB Memory - 256GB SSD - Numeric Keypad - DVD-Writer - Windows 10 Home",HP,1744, Computers & Accessories ,22 x 12 x 3 ,6.0,2020-12-01,,17-by3051cl,,1 Lithium ion batteries required.,,Intel,,,,,1600 x 900 ,17.3 ,Windows 10 Home,,Intel® UHD Graphics,,,DDR4 SDRAM,Intel,2,,Solid State,PC,256 GB
62,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,5224, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
63,B0899GH6H9,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Rose Gold)",XIDU,1346, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-08-03,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 801.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Rose Gold,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,128 GB
64,B082MSPDL8,"Dell Inspiron 17 3793 2020 Premium 17.3” FHD Laptop Notebook Computer, 10th Gen 4-Core Intel Core i5-1035G1 1.0 GHz, 16GB RAM, 512GB SSD + 1TB HDD, DVD,Webcam,Bluetooth,Wi-Fi,HDMI, Win 10 Home",Dell,923, Computers & Accessories ,21.9 x 13.7 x 3 ,7.68,2019-12-11,,10-DELL-5562,42 Watt Hours,1 Lithium ion batteries required. (included),Integrated,Intel,,Dell Laptop,,Bluetooth,1920 x 1080,17.3 ,Windows 10,Black,Intel Graphics,1,1,DDR4 SDRAM,Intel,4,,Serial ATA,PC,512
65,B08MKY1G17,"ASUS ROG Strix G17 (2020) Gaming Laptop, 17.3” 144Hz IPS Type FHD Display, NVIDIA GeForce RTX 2070 SUPER, Intel Core i7-10750H, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, Windows 10, G712LWS-WB74",ASUS,6411, Computers & Accessories ,15.7 x 11.5 x 1.04 ,6.24,2020-11-03,,G712LWS-WB74,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,19.5 volts,ROG Strix G17,,"Bluetooth, 802.11ax",1920 x 1080 ,17.3 ,Windows 10 Home,Black,NVIDIA GeForce RTX 2070 Max-Q,,4,DDR4 SDRAM,Intel,6,2.9330000000000003,,PC,512
66,B07SZ1J9TG,"2019 ASUS ROG 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4, 1TB HDD + 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",ASUS,5383, Computers & Accessories ,14.8 x 10.31 x 1.03 ,5.3,2019-06-12,,ROG,4 Hours,1 Lithium ion batteries required.,Dedicated,Nvidia,,ASUS ROG,,802.11ac,,15.6 ,Windows 10,,NVIDIA GeForce GTX 1650,,3,DDR4 SDRAM,Intel,6,2.666,,,512
67,B08F41S84R,"2020 Newest Lenovo IdeaPad 3 15"" HD Touch Screen Laptop, Intel 10th Gen Dual-Core i3-1005G1 CPU, 8GB DDR4 RAM, 256GB PCI-e SSD, Webcam, WiFi 5, Bluetooth, Windows 10 S - Almond",Lenovo,1235, Computers & Accessories ,14.26 x 9.98 x 0.78 ,4.0,2020-08-02,,81WE00KVUS,,1 Lithium ion batteries required. (included),Dedicated,Intel,,Lenovo Ideapad,,Bluetooth,1366 x 768 ,15.6 ,Windows 10 S,Almond,Intel UHD Graphics,2,,DDR4 SDRAM,Intel,2,,Solid State,PC,256
68,B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",CHUWI,1853, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2020-03-11,,Herobook Pro,5 	years,,Integrated,Intel,,HeroBook Pro,,Bluetooth,1920 x 1080 Lines Per Inch,14.1 ,Windows 10,Herobook Pro(2020),Intel Celeron Processor N4000,,,DDR4 SDRAM,Intel,4,,ATA-4,PC,256 GB
69,B081GMHQLR,"2020 Lenovo IdeaPad Laptop ComputerAMD A6-9220e 1.6GHz 4GB Memory 64GB eMMC Flash Memory 14"" AMD Radeon R4 AC WiFi Microsoft Office 365 Platinum Gray Windows 10 Home",Lenovo,350, Computers & Accessories ,14.02 x 10.2 x 0.82 ,4.4,2019-11-13,,Lenovo - IdeaPad,,1 Lithium Polymer batteries required. (included),Dedicated,AMD,,Lenovo - IdeaPad,,802.11ac,1366 x 768,14 ,Windows 10,,AMD Radeon R4,,2,DDR4 SDRAM,Intel,2,1.6,Solid State,PC,64
70,B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",CHUWI,1853, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2020-03-11,,Herobook Pro,5 	years,,Integrated,Intel,,HeroBook Pro,,Bluetooth,1920 x 1080 Lines Per Inch,14.1 ,Windows 10,Herobook Pro(2020),Intel Celeron Processor N4000,,,DDR4 SDRAM,Intel,4,,ATA-4,PC,256 GB
71,B08HZ4KWJW,"CHUWI HeroBook Plus 15.6 inch Windows 10 Laptop, 1080P Laptop Computer with Intel J4125 and 12GB RAM / 256GB SSD, Support RJ45 Gigabit Ethernet, BT5.1, Dual WiFi",CHUWI,6517, Computers & Accessories ,1.42 x 9.53 x 0.77 ,3.59,2020-09-14,,HeroBook Plus,,1 Product Specific batteries required. (included),,Intel,,HeroBook Plus,,"Bluetooth, 802.11bgn, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Home,,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,2.0,Gigabit Ethernet,PC,256 GB
72,B08N4VG1W2,"iProda 14"" Stream Laptop, Intel i3 Notebook (up to 2.4GHz), 8GB Memory, 256GB SSD, Full HD IPS 19201080 Display, Windows 10 Pro, Perfect PC for Student and Home use (Intel i3)",IProda,12442, Computers & Accessories ,13.07 x 8.78 x 0.59 ,4.4,2020-11-10,,T1406P3,10 Hours,1 Lithium Polymer batteries required. (included),,Intel,110 Volts (DC),N1406P3,,Bluetooth,1920x1080 ,14.1 ,Windows 10 Pro,Silver,550,,,DDR3L-1600 SDRAM,Intel,1,2.5,ATA133,PC,
73,B08HZ4KWJW,"CHUWI HeroBook Plus 15.6 inch Windows 10 Laptop, 1080P Laptop Computer with Intel J4125 and 12GB RAM / 256GB SSD, Support RJ45 Gigabit Ethernet, BT5.1, Dual WiFi",CHUWI,6517, Computers & Accessories ,1.42 x 9.53 x 0.77 ,3.59,2020-09-14,,HeroBook Plus,,1 Product Specific batteries required. (included),,Intel,,HeroBook Plus,,"Bluetooth, 802.11bgn, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Home,,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,2.0,Gigabit Ethernet,PC,256 GB
74,B08GSRRKSR,"Fusion5 14.1inch A90B+ Pro 64GB Windows 10 Laptop - 4GB RAM, 64GB Storage, Full HD IPS, Bluetooth, 2MP Webcam, Dual Band WiFi Laptop",Fusion5,1219, Computers & Accessories ,12.68 x 8.5 x 0.55 ,2.84,,,A90B+ PRO,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,0,,,,
75,B08HSJZZGR,"HP 14 Series 14"" Laptop AMD Athlon 3020e 4GB RAM 64GB eMMc Snowflake White - AMD Athlon 3020e Dual-core - AMD Radeon Graphics - HP TrueVision 720p HD Camera - Windows 10 Home in S Mode - 10 hr ba",HP,11053, Computers & Accessories ,17.76 x 12.09 x 2.64 ,4.24,2020-09-10,,14-fq0041nr,10 Hours,,,,,Athlon 3020e,,,1366 x 768,14 ,Windows 10 S,,,,,DDR4 SDRAM,AMD,2,2.6,,,64 GB
76,B07D5N1PFY,"Fast Dell Latitude E5470 HD Business Laptop Notebook PC (Intel Core i5-6300U, 8GB Ram, 256GB Solid State SSD, HDMI, Camera, WiFi, SC Card Reader) Win 10 Pro (Renewed).",Dell,819, Computers & Accessories ,13.2 x 9.1 x 0.9 ,3.9,2018-01-01,,Latitude E5470,5 Hours,1 Lithium ion batteries required. (included),Integrated,Intel,240 volts,Dell Latitude E5470,,"802.11abg, 802.11bgn, 802.11ag",1366x768,14 ,Windows 10 Pro,,Intel HD Graphics 520,,3,SDRAM,Intel,4,,Serial ATA,PC,256
77,B08KRMGBC2,"Asus TUF FX505DT 15.6-inch FHD Gaming Laptop, AMD Quad Core Ryzen 5 3550H, Nvidia Geforce GTX 1650 4GB Graphics, 8GB DDR4 RAM, 256GB Solid State Drive, RGB Backlit Keyboard, Windows 10 Home, Black",ASUS,5519, Computers & Accessories ,14.17 x 10.31 x 1.02 ,4.85,2020-10-06,,Asus TUF Laptop,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,Asus TUF Gaming Laptop,,802.11ac,FHD Display ,15.6 ,Windows 10 Home,Black,NVIDIA GeForce GTX 1650,,,SDRAM,AMD,4,,Serial ATA,PC,256 GB
78,B08B5JW8JV,"Asus TUF FX505DT Gaming Laptop, 15.6” Full HD, AMD Ryzen 7 R7-3750H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DT-WB72, RGB Keyboard",ASUS,5434, Computers & Accessories ,10.32 x 14.9 x 1.02 ,7.24,2020-06-14,,FX505DT-WB72,,1 Lithium Polymer batteries required. (included),Dedicated,NVIDIA,,FX505DT-WB72,,801.11ac,1920x1080 ,15.6 ,Windows 10,Black,NVIDIA GeForce GTX 1650,,,DDR4 SDRAM,AMD,1,,Solid State,PC,256 GB
79,B08FCQ86F7,"HP Pavilion Gaming 15-Inch Micro-Edge Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (Shadow Black/Acid Green)",HP,12610, Computers & Accessories ,10.08 x 14.17 x 0.92 ,4.92,2020-08-06,,5-dk0056wm,,1 Lithium ion batteries required. (included),Dedicated,,,Pavilion,,Bluetooth,1920 x 1080 ,15.6 ,Windows 10,Black,NVIDIA GeForce GTX 1650,,,DDR4 SDRAM,Intel,4,,PCIE x 4,PC,256 GB
80,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,8972, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
81,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,5224, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
82,B08KFMFWZK,"2020 Lenovo IdeaPad 3 17"" Laptop, AMD Ryzen 7 3700U, Webcam, Fingerprint Reader, Numeric Keypad, Bluetooth, HDMI, AMD Radeon Vega 10 Graphics, Windows 10, Platinum Grey (12GB|128GB SSD|1TB HDD)",Lenovo,3495, Computers & Accessories ,11.07 x 15.83 x 0.78 ,5.39,2020-09-29,,IdeaPad 3,,1 Lithium Polymer batteries required. (included),,,,IdeaPad 3,,Bluetooth,1600 x 900 ,17.3 ,Windows 10 Home,Platinum Grey,AMD Radeon Vega 10 Graphics,,,DDR4 SDRAM,AMD,4,,Solid State,PC,128 GB
83,B089T6C53P,"HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 8GB RAM 256GB SSD Win 10 Laptop",HP,3050, Computers & Accessories ,14.11 x 9.53 x 0.71 ,3.75,2020-06-08,,15-DY1031WM,,1 Lithium ion batteries required.,,,,HP 15 Laptop,,Bluetooth,1366 x 768 ,15.6 ,Windows 10,Silver,Intel UHD Graphics,,,DDR SDRAM,Intel,2,3.4,USB,PC,256 GB
84,B07WMDV7CW,"HP Stream 14-Inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode (14-cb159nr, Jet Black)",HP,1425, Computers & Accessories ,21 x 15.5 x 4 ,3.96,2019-08-25,,8MB46UA#ABA,14 Hours,1 Lithium ion batteries required. (included),Integrated,Intel,,14-cb159nr,,802.11ac,1366 x 768,14 ,Windows 10,,,1,,SDRAM,Intel,2,2.4,,,64
85,B08HCM9RRN,"HP 17.3"" Non-Touch Laptop Intel 10th Gen i5-1035G1, 1TB Hard Drive, 12GB Memory, DVD Writer, Backlit Keyboard, Windows 10 Home Silver",HP,5207, Computers & Accessories ,20.5 x 13.5 x 2 ,5.43,2020-09-03,,17-by3053cl,,1 Lithium ion batteries required.,,,,17-by3053cl,,"Bluetooth, 802.11b",1920 x 1080 M,17.3 ,Windows 10 Home,,Intel UHD Graphics,,,DDR4 SDRAM,Intel,1,2.666,Serial ATA,PC,
86,B0821ZJBF8,"Jumper Laptop 13.3 inch 8GB RAM 128GB ROM Quad Core Celeron, Windows 10 Thin and Light Laptop, Full HD 1080P Display, Support 128GB TF Cardand 1TB SSD Expansion",Jumper,382, Computers & Accessories ,12.4 x 8.19 x 0.71 ,2.71,2019-11-26,,EZbook X3,,1 Lithium Polymer batteries required. (included),Integrated,,,US-EZbook-X3,,,1920*1080 ,13.3 ,Windows 10,Gray,Intel HD Graphics 500,,,DDR3 SDRAM,Intel,4,,USB,PC,
87,B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",CHUWI,1853, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2020-03-11,,Herobook Pro,5 	years,,Integrated,Intel,,HeroBook Pro,,Bluetooth,1920 x 1080 Lines Per Inch,14.1 ,Windows 10,Herobook Pro(2020),Intel Celeron Processor N4000,,,DDR4 SDRAM,Intel,4,,ATA-4,PC,256 GB
88,B0899GH6H9,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Rose Gold)",XIDU,1346, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-08-03,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 801.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Rose Gold,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,128 GB
89,B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",CHUWI,1853, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2020-03-11,,Herobook Pro,5 	years,,Integrated,Intel,,HeroBook Pro,,Bluetooth,1920 x 1080 Lines Per Inch,14.1 ,Windows 10,Herobook Pro(2020),Intel Celeron Processor N4000,,,DDR4 SDRAM,Intel,4,,ATA-4,PC,256 GB
90,B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",CHUWI,1853, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2020-03-11,,Herobook Pro,5 	years,,Integrated,Intel,,HeroBook Pro,,Bluetooth,1920 x 1080 Lines Per Inch,14.1 ,Windows 10,Herobook Pro(2020),Intel Celeron Processor N4000,,,DDR4 SDRAM,Intel,4,,ATA-4,PC,256 GB
91,B08PVGW9K3,"Used Well Chromebook C200M -11.6 inches 2.16-GHz Intel Bay Trail-M Dual-Intel Core N2830 CPU with 4GB of RAM and 16GB of Flash Storage, Chrome OS-Black/Silver",Ubrands,869, Computers & Accessories ,12 x 7.9 x 0.8 ,3.51,2020-12-07,,ASUS C200m,,1 Lithium ion batteries required. (included),,,,ASUS Chromebook,,Bluetooth,1366 x 768 ,11.6 ,Windows,,N2830,,,DDR3 SDRAM,Intel,2,2.16,ESATA,PC,16 GB
92,B08KG2R1GK,2020 HP 15.6'' HD LED Display Intel Pentium Gold 6405U 4GB DDR4 RAM 500GB HDD Windows 10 Scarlet Red,HP,562, Computers & Accessories ,15 x 14 x 1 ,3.96,2020-09-01,,15-dw1081wm,10 Hours,1 Lithium Polymer batteries required.,Integrated,Intel,,15-dw1081wm,,802.11abg,1366x768 ,15 ,Windows 10,Red,Intel UHD Graphics 605 integrated,,,DDR4 SDRAM,Intel,2,2.4,Serial ATA-300,PC,512 GB
93,B08LZPWCRM,"HP 14-Inch Laptop, 10th Gen Intel Core i3-1005G1, 4 GB SDRAM, 128 GB Solid-State Drive, Windows 10 Home in S Mode Black",HP,29284, Computers & Accessories ,17.68 x 12.17 x 2.64 ,3.24,2020-10-27,,hp 14 dq10,,1 Lithium Metal batteries required. (included),Integrated,,,,,801.11ac,366x768 ,14 ,Windows 10 S,,Intel,,,DDR4 SDRAM,Intel,2,3.4,Solid State,PC,128 GB
94,B08BMLZKL2,"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 12GB DDR4 RAM/ 256GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",HP,1276, Computers & Accessories ,14.11 x 9.53 x 0.71 ,4.8,2020-06-22,,dy1043dx,,1 Lithium ion batteries required. (included),Integrated,Intel,,15-dy1043dx,,Bluetooth,1366x768 ,15.6 ,Windows 10,Silver,Intel UHD Graphics,,,DDR SDRAM,Intel,4,,Solid State,PC,256
95,B08316YSKH,"CHUWI HeroBook Pro 14.1 inch Windows 10 Laptop Computer, 8G RAM / 256GB SSD with Intel Gmini Lake N4000 Notebook, Thin and Light",CHUWI,1754, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2019-12-22,,Herobook Pro,9 Hours,1 Product Specific batteries required. (included),,Intel,,HeroBook Pro,,"Bluetooth, 802.11bgn, 802.11ac",1920 x1080 ,14.1 ,Windows 10,Silver,Intel UHD Graphics 600,1,,DDR4 SDRAM,Intel,2,2.6,Solid State,PC,256 GB
96,B087M2CQG6,"Jumper Laptop X3 Air, 13.3"" Full HD IPS Display, Intel Celeron N4100 Processor, 8GB DDR4 RAM 128GB SSD Thin and Light Computer, DTS Sound, 180°Rotation, Full Metal Body, Mocha Brown - 2021 Upgraded",Jumper,2017, Computers & Accessories ,12.09 x 7.91 x 0.45 ,2.71,2020-08-23,,EZbook X3 Air,,1 Lithium Polymer batteries required. (included),,Intel,,EIPP-003,,Bluetooth,1920*1080 ,13.3 ,Windows 10,Mocha Brown,Intel HD Graphics 600,,,DDR4 SDRAM,Intel,4,,Unknown,PC,128 GB
